Timestamp,imuTimestamp,Gyro_X (rad/s),Gyro_Y (rad/s),Gyro_Z (rad/s),Acc_X (g),Acc_Y (g),Acc_Z (g),Mag_X (¦ÌT),Mag_Y (¦ÌT),Mag_Z (¦ÌT),Euler_X,Euler_Y,Euler_Z,Quaternion_W,Quaternion_X,Quaternion_Y,Quaternion_Z,Linear_Acc_X (g),Linear_Acc_Y (g),Linear_Acc_Z (g)
2025-10-27 11:13:01.462,116.7525,0.002,0.0,0.0,-0.027,0.024,-1.0010000000000001,-36.300000000000004,8.68,-114.9,0.0165,0.0145,0.10360000000000001,0.0002,0.0,0.0,0.9943000000000001,-0.298,-0.324,-2.072
2025-10-27 11:13:01.464,116.755,0.002,-0.001,0.0,-0.028,0.024,-0.999,-36.300000000000004,8.68,-114.9,0.0165,0.0145,0.10360000000000001,0.0002,-0.0001,0.0,0.9943000000000001,-0.298,-0.324,-2.072
2025-10-27 11:13:01.465,116.7575,0.0,-0.004,0.0,-0.028,0.022,-1.002,-36.300000000000004,8.68,-114.9,0.0165,0.0146,0.10360000000000001,0.0,-0.0004,0.0,0.9943000000000001,-0.298,-0.324,-2.072
2025-10-27 11:13:01.467,116.76,-0.002,-0.001,0.0,-0.027,0.023,-1.0010000000000001,-36.300000000000004,8.68,-114.9,0.0165,0.0146,0.10360000000000001,-0.0002,-0.0001,0.0,0.9943000000000001,-0.298,-0.324,-2.072
2025-10-27 11:13:01.468,116.7625,0.0,0.0,0.0,-0.026000000000000002,0.024,-1.002,-36.300000000000004,8.68,-114.9,0.0165,0.0145,0.10360000000000001,0.0,0.0,0.0,0.9943000000000001,-0.299,-0.324,-2.072
2025-10-27 11:13:01.469,116.765,-0.004,-0.004,0.0,-0.027,0.024,-1.0010000000000001,-36.39,8.38,-114.76,0.0165,0.0145,0.10360000000000001,-0.0004,-0.0004,0.0,0.9943000000000001,-0.299,-0.323,-2.072
2025-10-27 11:13:01.470,116.8775,-0.002,0.0,0.0,-0.027,0.021,-1.002,-35.19,7.36,-115.31,0.016300000000000002,0.014400000000000001,0.10360000000000001,-0.0002,0.0,0.0,0.9943000000000001,-0.295,-0.322,-2.072
2025-10-27 11:13:01.471,116.88,-0.001,0.0,0.001,-0.027,0.025,-1.0030000000000001,-35.19,7.36,-115.31,0.016300000000000002,0.014400000000000001,0.10360000000000001,-0.0001,0.0,0.0001,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.472,116.8825,0.0,-0.001,0.0,-0.026000000000000002,0.023,-1.0030000000000001,-35.19,7.36,-115.31,0.016300000000000002,0.014400000000000001,0.10360000000000001,0.0,-0.0001,0.0,0.9943000000000001,-0.296,-0.321,-2.072
2025-10-27 11:13:01.475,116.885,0.002,0.0,0.0,-0.027,0.021,-1.0030000000000001,-36.5,7.95,-116.13,0.016300000000000002,0.014400000000000001,0.10360000000000001,0.0002,0.0,0.0,0.9943000000000001,-0.295,-0.321,-2.072
2025-10-27 11:13:01.477,116.8875,-0.001,-0.002,0.0,-0.027,0.023,-1.0,-36.5,7.95,-116.13,0.016300000000000002,0.014400000000000001,0.10360000000000001,-0.0001,-0.0002,0.0,0.9943000000000001,-0.295,-0.321,-2.072
2025-10-27 11:13:01.491,116.89,0.002,0.002,0.0,-0.028,0.023,-1.0030000000000001,-36.5,7.95,-116.13,0.016300000000000002,0.014400000000000001,0.10360000000000001,0.0002,0.0002,0.0,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.492,116.8925,0.003,-0.001,0.0,-0.027,0.023,-1.002,-36.5,7.95,-116.13,0.016300000000000002,0.014400000000000001,0.10360000000000001,0.00030000000000000003,-0.0001,0.0,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.506,116.895,0.002,0.0,-0.001,-0.028,0.022,-1.0030000000000001,-36.5,7.95,-116.13,0.016300000000000002,0.0145,0.10360000000000001,0.0002,0.0,-0.0001,0.9943000000000001,-0.295,-0.322,-2.072
2025-10-27 11:13:01.521,116.8975,0.002,0.002,0.0,-0.028,0.023,-1.002,-36.33,8.21,-115.25,0.016300000000000002,0.0145,0.10360000000000001,0.0002,0.0002,0.0,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.523,116.9,0.0,0.0,0.001,-0.027,0.024,-1.0030000000000001,-36.33,8.21,-115.25,0.0164,0.0145,0.10360000000000001,0.0,0.0,0.0001,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.536,116.9025,-0.001,0.0,0.0,-0.028,0.023,-1.002,-36.33,8.21,-115.25,0.0164,0.0145,0.10360000000000001,-0.0001,0.0,0.0,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.538,116.905,0.0,-0.001,0.0,-0.027,0.022,-1.0030000000000001,-36.33,8.21,-115.25,0.0164,0.0145,0.10360000000000001,0.0,-0.0001,0.0,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.551,116.9075,0.0,0.0,0.0,-0.026000000000000002,0.023,-1.002,-36.33,8.21,-115.25,0.0164,0.014400000000000001,0.10360000000000001,0.0,0.0,0.0,0.9943000000000001,-0.296,-0.322,-2.072
2025-10-27 11:13:01.553,116.91,0.0,0.0,-0.001,-0.028,0.025,-1.0010000000000001,-36.45,7.7700000000000005,-114.99000000000001,0.0164,0.0145,0.10360000000000001,0.0,0.0,-0.0001,0.9943000000000001,-0.297,-0.322,-2.072
2025-10-27 11:13:01.567,116.9125,0.0,-0.004,0.0,-0.028,0.023,-1.0010000000000001,-36.45,7.7700000000000005,-114.99000000000001,0.0164,0.0145,0.10360000000000001,0.0,-0.0004,0.0,0.9943000000000001,-0.298,-0.323,-2.072
2025-10-27 11:13:01.569,116.915,0.0,-0.002,0.0,-0.028,0.023,-1.0,-36.45,7.7700000000000005,-114.99000000000001,0.0165,0.0145,0.10360000000000001,0.0,-0.0002,0.0,0.9943000000000001,-0.298,-0.323,-2.072
2025-10-27 11:13:01.582,116.9175,0.003,0.002,0.0,-0.027,0.023,-1.002,-36.45,7.7700000000000005,-114.99000000000001,0.0165,0.0145,0.10360000000000001,0.00030000000000000003,0.0002,0.0,0.9943000000000001,-0.298,-0.323,-2.072
2025-10-27 11:13:01.584,117.025,-0.001,0.0,0.0,-0.028,0.021,-1.0010000000000001,-36.45,8.0,-115.58,0.0164,0.0145,0.10360000000000001,-0.0001,0.0,0.0,0.9943000000000001,-0.297,-0.322,-2.072
2025-10-27 11:13:01.596,117.0275,0.002,-0.001,0.001,-0.027,0.023,-1.0010000000000001,-36.45,8.0,-115.58,0.0164,0.0145,0.10360000000000001,0.0002,-0.0001,0.0001,0.9943000000000001,-0.298,-0.322,-2.072
2025-10-27 11:13:01.599,117.03,0.0,0.0,0.001,-0.027,0.024,-1.0050000000000001,-36.45,8.0,-115.58,0.0165,0.0145,0.10360000000000001,0.0,0.0,0.0001,0.9943000000000001,-0.298,-0.322,-2.072
2025-10-27 11:13:01.601,117.0325,-0.001,0.0,-0.001,-0.027,0.023,-1.002,-36.45,7.890000000000001,-114.58,0.0165,0.0145,0.10360000000000001,-0.0001,0.0,-0.0001,0.9943000000000001,-0.298,-0.322,-2.072
2025-10-27 11:13:01.611,117.035,-0.002,0.002,0.0,-0.026000000000000002,0.023,-1.002,-36.45,7.890000000000001,-114.58,0.0165,0.014400000000000001,0.10360000000000001,-0.0002,0.0002,0.0,0.9943000000000001,-0.298,-0.322,-2.072
2025-10-27 11:13:01.613,117.0375,0.0,0.0,0.0,-0.027,0.022,-1.0010000000000001,-36.45,7.890000000000001,-114.58,0.0164,0.014400000000000001,0.10360000000000001,0.0,0.0,0.0,0.9943000000000001,-0.298,-0.322,-2.072
2025-10-27 11:13:01.616,117.04,0.0,-0.001,0.0,-0.027,0.022,-1.0010000000000001,-36.45,7.890000000000001,-114.58,0.0164,0.014400000000000001,0.10360000000000001,0.0,-0.0001,0.0,0.9943000000000001,-0.297,-0.322,-2.072
2025-10-27 11:13:01.626,117.0425,0.003,0.0,0.0,-0.026000000000000002,0.023,-1.0,-36.45,7.890000000000001,-114.58,0.0164,0.014400000000000001,0.10360000000000001,0.00030000000000000003,0.0,0.0,0.9943000000000001,-0.297,-0.321,-2.072
