Timestamp,imuTimestamp,Gyro_X (rad/s),Gyro_Y (rad/s),Gyro_Z (rad/s),Acc_X (g),Acc_Y (g),Acc_Z (g),Mag_X (¦ÌT),Mag_Y (¦ÌT),Mag_Z (¦ÌT),Euler_X,Euler_Y,Euler_Z,Quaternion_W,Quaternion_X,Quaternion_Y,Quaternion_Z,Linear_Acc_X (g),Linear_Acc_Y (g),Linear_Acc_Z (g)
2025-10-27 11:12:58.816,133.22,0.0,0.0,-0.001,-0.023,-0.024,-0.985,-40.86,40.33,-79.39,-0.0032,0.0043,-0.1193,0.9982000000000001,0.0014,-0.0022,0.0596,0.004,0.002,-0.005
2025-10-27 11:12:58.818,133.23,0.0,0.0,0.0,-0.023,-0.023,-0.986,-41.300000000000004,40.45,-79.5,-0.0032,0.0043,-0.1193,0.9982000000000001,0.0014,-0.0022,0.0596,0.004,0.001,-0.005
2025-10-27 11:12:58.819,133.24,0.0,0.001,0.0,-0.023,-0.024,-0.987,-41.56,40.57,-79.5,-0.0032,0.0043,-0.1193,0.9982000000000001,0.0014,-0.0022,0.0596,0.004,0.002,-0.004
2025-10-27 11:12:58.821,133.25,0.0,0.0,0.0,-0.023,-0.022,-0.987,-41.56,40.83,-78.86,-0.0032,0.0043,-0.1193,0.9982000000000001,0.0014,-0.0022,0.0596,0.004,0.0,-0.004
2025-10-27 11:12:58.822,133.26,0.0,0.0,0.0,-0.024,-0.022,-0.988,-41.21,40.25,-79.3,-0.0032,0.004200000000000001,-0.1193,0.9982000000000001,0.0014,-0.0022,0.0596,0.005,0.0,-0.003
2025-10-27 11:12:58.831,133.27,0.0,0.0,0.0,-0.023,-0.022,-0.986,-41.21,40.25,-79.3,-0.0032,0.0041,-0.1193,0.9982000000000001,0.0014,-0.0021000000000000003,0.0596,0.004,0.0,-0.004
2025-10-27 11:12:58.846,133.28,0.0,0.001,0.0,-0.023,-0.022,-0.988,-40.25,39.08,-79.94,-0.0032,0.0041,-0.1193,0.9982000000000001,0.0014,-0.0021000000000000003,0.0596,0.004,0.0,-0.003
2025-10-27 11:12:58.848,133.29,0.0,0.001,0.001,-0.024,-0.022,-0.985,-40.22,40.6,-79.56,-0.0031000000000000003,0.0041,-0.1193,0.9982000000000001,0.0014,-0.0021000000000000003,0.0596,0.005,0.0,-0.006
2025-10-27 11:12:58.875,133.3,0.0,-0.001,0.0,-0.023,-0.023,-0.985,-41.21,40.45,-79.18,-0.0031000000000000003,0.0041,-0.1193,0.9982000000000001,0.0014,-0.0021000000000000003,0.0596,0.003,0.0,-0.006
2025-10-27 11:12:58.876,133.31,0.0,0.0,0.0,-0.023,-0.023,-0.986,-41.42,39.72,-79.36,-0.0031000000000000003,0.004,-0.1193,0.9982000000000001,0.0014,-0.0021000000000000003,0.0596,0.004,0.001,-0.005
2025-10-27 11:12:58.878,133.32,0.001,0.0,0.0,-0.023,-0.023,-0.986,-41.42,39.72,-79.36,-0.0031000000000000003,0.004,-0.1193,0.9982000000000001,0.0014,-0.0021000000000000003,0.0596,0.004,0.001,-0.004
2025-10-27 11:12:58.891,133.33,0.0,-0.001,0.0,-0.023,-0.022,-0.987,-41.82,40.04,-79.65,-0.0031000000000000003,0.004,-0.1193,0.9982000000000001,0.0014,-0.002,0.0596,0.004,0.0,-0.004
2025-10-27 11:12:58.906,133.34,0.001,-0.001,0.0,-0.022,-0.022,-0.986,-41.39,39.87,-79.39,-0.0031000000000000003,0.0039000000000000003,-0.1193,0.9982000000000001,0.0014,-0.002,0.0596,0.003,0.0,-0.005
2025-10-27 11:12:58.908,133.35,0.0,0.0,0.001,-0.023,-0.023,-0.986,-41.59,39.63,-79.04,-0.0031000000000000003,0.0039000000000000003,-0.1193,0.9982000000000001,0.0014,-0.002,0.0596,0.004,0.0,-0.004
2025-10-27 11:12:58.935,133.36,0.0,0.0,0.0,-0.022,-0.022,-0.986,-40.33,39.75,-79.53,-0.0031000000000000003,0.0039000000000000003,-0.1193,0.9982000000000001,0.0014,-0.002,0.0596,0.003,0.0,-0.004
2025-10-27 11:12:58.937,133.37,0.0,-0.001,0.001,-0.024,-0.023,-0.986,-40.33,39.75,-79.53,-0.0031000000000000003,0.0038,-0.1192,0.9982000000000001,0.0014,-0.002,0.0596,0.004,0.001,-0.004
2025-10-27 11:12:58.939,133.38,0.0,0.0,0.0,-0.023,-0.024,-0.986,-41.56,40.39,-79.15,-0.0031000000000000003,0.0038,-0.1193,0.9982000000000001,0.0014,-0.002,0.0596,0.003,0.001,-0.005
2025-10-27 11:12:58.951,133.39,0.0,-0.002,0.0,-0.023,-0.022,-0.986,-41.97,40.71,-79.5,-0.0031000000000000003,0.0038,-0.1193,0.9982000000000001,0.0014,-0.0019,0.0596,0.004,0.0,-0.004
2025-10-27 11:12:58.967,133.4,0.0,-0.001,0.001,-0.024,-0.023,-0.984,-41.62,40.660000000000004,-79.45,-0.0031000000000000003,0.0037,-0.1192,0.9982000000000001,0.0014,-0.0019,0.0596,0.004,0.0,-0.006
2025-10-27 11:12:58.970,133.41,0.0,0.0,0.0,-0.023,-0.022,-0.987,-41.88,40.74,-79.24,-0.0031000000000000003,0.0037,-0.1192,0.9982000000000001,0.0014,-0.0019,0.0596,0.004,0.0,-0.004
2025-10-27 11:12:58.995,133.42,0.0,0.0,0.0,-0.023,-0.023,-0.987,-41.88,40.74,-79.24,-0.0031000000000000003,0.0037,-0.1192,0.9982000000000001,0.0014,-0.0019,0.0596,0.003,0.001,-0.004
2025-10-27 11:12:58.997,133.43,0.001,0.0,0.0,-0.023,-0.023,-0.986,-41.77,39.34,-79.3,-0.003,0.0036000000000000003,-0.1192,0.9982000000000001,0.0014,-0.0019,0.0596,0.004,0.001,-0.005
2025-10-27 11:12:58.999,133.44,-0.001,-0.001,0.0,-0.024,-0.023,-0.987,-41.71,39.08,-79.56,-0.003,0.0036000000000000003,-0.1193,0.9982000000000001,0.0014,-0.0019,0.0596,0.004,0.001,-0.004
2025-10-27 11:12:59.011,133.45,0.0,-0.002,0.0,-0.023,-0.023,-0.988,-40.89,40.6,-79.21000000000001,-0.003,0.0035,-0.1193,0.9982000000000001,0.0014,-0.0018000000000000002,0.0596,0.003,0.001,-0.003
2025-10-27 11:12:59.026,133.46,0.0,0.0,-0.001,-0.023,-0.023,-0.987,-40.89,40.6,-79.21000000000001,-0.003,0.0035,-0.1193,0.9982000000000001,0.0014,-0.0018000000000000002,0.0596,0.003,0.001,-0.004
2025-10-27 11:12:59.028,133.47,0.0,0.001,0.0,-0.023,-0.024,-0.987,-41.33,40.68,-79.3,-0.003,0.0035,-0.1193,0.9982000000000001,0.0014,-0.0018000000000000002,0.0596,0.003,0.001,-0.004
