System_Time,Timestamp_1,Gyro_X_1,Gyro_Y_1,Gyro_Z_1,Acc_X_1,Acc_Y_1,Acc_Z_1,Mag_X_1,Mag_Y_1,Mag_Z_1,Quat_W_1,Quat_X_1,Quat_Y_1,Quat_Z_1,Linear_Acc_X_1,Linear_Acc_Y_1,Linear_Acc_Z_1,Timestamp_2,Gyro_X_2,Gyro_Y_2,Gyro_Z_2,Acc_X_2,Acc_Y_2,Acc_Z_2,Mag_X_2,Mag_Y_2,Mag_Z_2,Quat_W_2,Quat_X_2,Quat_Y_2,Quat_Z_2,Linear_Acc_X_2,Linear_Acc_Y_2,Linear_Acc_Z_2,Timestamp_3,Gyro_X_3,Gyro_Y_3,Gyro_Z_3,Acc_X_3,Acc_Y_3,Acc_Z_3,Mag_X_3,Mag_Y_3,Mag_Z_3,Quat_W_3,Quat_X_3,Quat_Y_3,Quat_Z_3,Linear_Acc_X_3,Linear_Acc_Y_3,Linear_Acc_Z_3,kd_joint1,kd_joint2,kp_joint1,kp_joint2,p_des_joint1,p_des_joint2,ret0_joint1,ret0_joint2,ret1_joint1,ret1_joint2,ret2_joint1,ret2_joint2,t_ff_joint1,t_ff_joint2,v_des_joint1,v_des_joint2
2025-11-06 18:34:30.436,134.94,-0.038,-0.005,-0.001,-0.342,-0.93,0.23,7.65,-8.0,-44.54,0.5943,-0.7743,-0.0126,-0.2169,0.003,0.002,-0.004,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.97,-0.039,-0.013,0.006,-0.344,-0.927,0.227,7.83,-7.13,-45.1,0.5946,-0.774,-0.0123,-0.2169,0.005,-0.001,-0.002,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.995,-0.038,-0.006,0.009,-0.345,-0.93,0.228,8.09,-7.86,-45.6,0.595,-0.7737,-0.0119,-0.2169,0.005,0.001,-0.004,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.985,-0.041,-0.016,0.011,-0.346,-0.929,0.228,8.09,-7.86,-45.6,0.5949,-0.7738,-0.0121,-0.2169,0.006,0.0,-0.004,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.98,-0.041,-0.015,0.008,-0.345,-0.927,0.228,7.83,-7.13,-45.1,0.5948,-0.7739,-0.0121,-0.2169,0.006,-0.001,-0.003,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.975,-0.042,-0.016,0.007,-0.343,-0.927,0.226,7.83,-7.13,-45.1,0.5947,-0.7739,-0.0122,-0.2169,0.004,-0.001,-0.002,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.95,-0.039,-0.006,0.001,-0.343,-0.93,0.23,9.5,-6.8100000000000005,-44.63,0.5944,-0.7742,-0.0125,-0.2169,0.004,0.001,-0.004,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.965,-0.038,-0.01,0.004,-0.344,-0.927,0.228,8.5,-7.51,-44.51,0.5946,-0.774,-0.0124,-0.2169,0.005,0.0,-0.003,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.96,-0.037,-0.008,0.002,-0.343,-0.927,0.227,8.5,-7.51,-44.51,0.5945,-0.7741,-0.0124,-0.2169,0.004,-0.001,-0.001,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
2025-11-06 18:34:30.436,134.955,-0.039,-0.008,0.002,-0.343,-0.927,0.227,9.5,-6.8100000000000005,-44.63,0.5945,-0.7741,-0.0125,-0.2169,0.004,0.0,-0.001,123.725,-0.006,-0.013,-0.001,-0.13,-0.969,-0.167,27.68,-23.15,-75.7,-0.1918,0.0719,-0.639,-0.7413000000000001,0.0,-0.006,-0.005,124.435,-0.006,-0.012,0.006,-0.157,-0.986,0.099,64.04,-16.19,-65.94,0.3555,-0.2828,0.6819000000000001,0.5732,-0.003,0.003,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0028762817382812,-0.0001916885375976,-0.0219783782958984,0.036630630493164,-0.0109891891479492,-0.018315315246582,0.0,0.0,0.0,0.0
