timestamp,system_time,left_hip,right_hip,left_knee_angle,right_knee_angle,left_knee_vel,right_knee_vel,left_knee_tff,right_knee_tff,pelvis_acc_x,pelvis_acc_y,pelvis_acc_z,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,left_thigh_acc_x,left_thigh_acc_y,left_thigh_acc_z,left_thigh_gyro_x,left_thigh_gyro_y,left_thigh_gyro_z,left_thigh_quat_w,left_thigh_quat_x,left_thigh_quat_y,left_thigh_quat_z,right_thigh_acc_x,right_thigh_acc_y,right_thigh_acc_z,right_thigh_gyro_x,right_thigh_gyro_y,right_thigh_gyro_z,right_thigh_quat_w,right_thigh_quat_x,right_thigh_quat_y,right_thigh_quat_z,L0_theta,L1_theta,L2_theta,L3_theta,L4_theta,R0_theta,R1_theta,R2_theta,R3_theta,R4_theta,L_fk_0_x,L_fk_0_y,L_fk_0_z,L_fk_1_x,L_fk_1_y,L_fk_1_z,L_fk_2_x,L_fk_2_y,L_fk_2_z,L_fk_3_x,L_fk_3_y,L_fk_3_z,L_fk_4_x,L_fk_4_y,L_fk_4_z,L_fk_5_x,L_fk_5_y,L_fk_5_z,R_fk_0_x,R_fk_0_y,R_fk_0_z,R_fk_1_x,R_fk_1_y,R_fk_1_z,R_fk_2_x,R_fk_2_y,R_fk_2_z,R_fk_3_x,R_fk_3_y,R_fk_3_z,R_fk_4_x,R_fk_4_y,R_fk_4_z,R_fk_5_x,R_fk_5_y,R_fk_5_z,gait_phase
0.005,37:06.6,-2.33E-17,5.22E-17,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.28,-0.99,0.078,-0.186,0.098,0.073,0.6448,-0.7223,-0.0568,-0.2432,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-2.33E-17,0,0.000191689,0,0,5.22E-17,0,-0.000575066,0,0,0,0,-2.01E-17,0.185,1.78E-17,-2.01E-17,0.185,1.78E-17,0.5,0.185,3.47E-17,0.5,0.185,3.47E-17,0.989999991,0.185,-9.39E-05,0,0,0,2.01E-17,-0.185,-1.78E-17,2.01E-17,-0.185,-1.78E-17,0.5,-0.185,-3.86E-17,0.5,-0.185,-3.86E-17,0.989999919,-0.185,0.000281782,0
0.01,37:06.6,-0.000742462,-0.000742462,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.279,-0.99,0.078,-0.196,0.104,0.071,0.6451,-0.722,-0.0567,-0.2435,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.000742462,0,0.000191689,0,0,-0.000742462,0,-0.000575066,0,0,0,0,2.42E-05,0.184999948,0.000136449,2.42E-05,0.184999948,0.000136449,0.500024206,0.184934515,0.000136449,0.500024206,0.184934515,0.000136449,0.990024193,0.184870459,4.25E-05,0,0,0,-2.42E-05,-0.184999948,-0.000136449,-2.42E-05,-0.184999948,-0.000136449,0.499975785,-0.185065381,-0.000136449,0.499975785,-0.185065381,-0.000136449,0.9899757,-0.185129714,0.000145333,0
0.015,37:06.6,-0.001533735,-0.001533735,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.281,-0.989,0.08,-0.205,0.102,0.066,0.6454,-0.7216,-0.0566,-0.2438,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.001533735,0,0.000191689,0,0,-0.001533735,0,-0.000575066,0,0,0,0,5.07E-05,0.184999755,0.000296746,5.07E-05,0.184999755,0.000296746,0.500050631,0.184862863,0.000296746,0.500050631,0.184862863,0.000296746,0.990050604,0.184728859,0.000202819,0,0,0,-5.07E-05,-0.184999755,-0.000296746,-5.07E-05,-0.184999755,-0.000296746,0.499949331,-0.185136647,-0.000296746,0.499949331,-0.185136647,-0.000296746,0.989949232,-0.185271254,-1.50E-05,0
0.02,37:06.6,-0.002325176,-0.002325176,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.283,-0.986,0.078,-0.213,0.099,0.062,0.6457,-0.7212,-0.0565,-0.2441,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.002325176,0,0.000191689,0,0,-0.002325176,0,-0.000575066,0,0,0,0,7.72E-05,0.184999419,0.000457031,7.72E-05,0.184999419,0.000457031,0.500077175,0.184790721,0.000457031,0.500077175,0.184790721,0.000457031,0.990077123,0.184586429,0.000363103,0,0,0,-7.72E-05,-0.184999419,-0.000457031,-7.72E-05,-0.184999419,-0.000457031,0.499922738,-0.185208118,-0.000457031,0.499922738,-0.185208118,-0.000457031,0.989922614,-0.185413338,-0.000175249,0
0.025,37:06.6,-0.003127904,-0.003127904,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.281,-0.985,0.076,-0.219,0.096,0.057,0.6461,-0.7208,-0.0564,-0.2444,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.003127904,0,0.000191689,0,0,-0.003127904,0,-0.000575066,0,0,0,0,9.50E-05,0.184998855,0.000644004,9.50E-05,0.184998855,0.000644004,0.500094888,0.184742222,0.000644004,0.500094888,0.184742222,0.000644004,0.990094814,0.184491049,0.000550077,0,0,0,-9.50E-05,-0.184998855,-0.000644004,-9.50E-05,-0.184998855,-0.000644004,0.499904981,-0.185255487,-0.000644004,0.499904981,-0.185255487,-0.000644004,0.989904835,-0.185507968,-0.000362223,0
0.03,37:06.6,-0.003979669,-0.003979669,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.283,-0.984,0.074,-0.224,0.095,0.052,0.6465,-0.7203,-0.0563,-0.2447,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.003979669,0,0.000191689,0,0,-0.003979669,0,-0.000575066,0,0,0,0,0.000115015,0.184997989,0.000854862,0.000115015,0.184997989,0.000854862,0.500114918,0.184687134,0.000854862,0.500114918,0.184687134,0.000854862,0.990114815,0.18438293,0.000760935,0,0,0,-0.000115015,-0.184997989,-0.000854862,-0.000115015,-0.184997989,-0.000854862,0.499884888,-0.185308844,-0.000854862,0.499884888,-0.185308844,-0.000854862,0.989884712,-0.185614784,-0.000573083,0
0.035,37:06.6,0.002279376,0.002279376,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.277,-0.986,0.074,-0.142,0.096,0.078,0.644,-0.7233,-0.057,-0.2422,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,0.002279376,0,0.000191689,0,0,0.002279376,0,-0.000575066,0,0,0,0,-0.000133706,0.184999489,-0.000413586,-0.000133706,0.184999489,-0.000413586,0.499866164,0.185360857,-0.000413586,0.499866164,0.185360857,-0.000413586,0.989866027,0.185714786,-0.000507513,0,0,0,0.000133706,-0.184999489,0.000413586,0.000133706,-0.184999489,0.000413586,0.500133575,-0.184638122,0.000413586,0.500133575,-0.184638122,0.000413586,0.990133365,-0.184283353,0.000695367,0
0.04,37:06.6,0.011413668,0.011413668,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.291,-0.973,0.095,-0.151,0.132,0.071,0.6413,-0.7271,-0.0575,-0.2378,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,0.011413668,0,0.000191689,0,0,0.011413668,0,-0.000575066,0,0,0,0,-0.000876402,0.18498807,-0.001909412,-0.000876402,0.18498807,-0.001909412,0.499117987,0.18735685,-0.001909412,0.499117987,0.18735685,-0.001909412,0.989112484,0.189677285,-0.002003335,0,0,0,0.000876402,-0.18498807,0.001909412,0.000876402,-0.18498807,0.001909412,0.500870791,-0.18261929,0.001909412,0.500870791,-0.18261929,0.001909412,0.990865197,-0.180294978,0.002191179,0
0.045,37:06.6,0.007842809,0.007842809,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.285,-0.975,0.07,-0.144,0.123,0.068,0.6424,-0.7256,-0.0574,-0.2396,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,0.007842809,0,0.000191689,0,0,0.007842809,0,-0.000575066,0,0,0,0,-0.000546878,0.184994614,-0.001301377,-0.000546878,0.184994614,-0.001301377,0.499450937,0.1864727,-0.001301377,0.499450937,0.1864727,-0.001301377,0.989448789,0.187920563,-0.001395302,0,0,0,0.000546878,-0.184994614,0.001301377,0.000546878,-0.184994614,0.001301377,0.500544693,-0.183516529,0.001301377,0.500544693,-0.183516529,0.001301377,0.990542465,-0.182066023,0.001583152,0
0.05,37:06.6,-0.011133191,-0.011133191,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.271,-0.977,0.031,-0.155,0.151,0.053,0.6496,-0.7164,-0.0561,-0.2479,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.011133191,0,0.000191689,0,0,-0.011133191,0,-0.000575066,0,0,0,0,0.00064043,0.184981653,0.002525478,0.00064043,0.184981653,0.002525478,0.500637433,0.183250601,0.002525478,0.500637433,0.183250601,0.002525478,0.990634492,0.181555452,0.00243156,0,0,0,-0.00064043,-0.184981653,-0.002525478,-0.00064043,-0.184981653,-0.002525478,0.499356574,-0.186712705,-0.002525478,0.499356574,-0.186712705,-0.002525478,0.989353543,-0.188412982,-0.002243722,0
0.055,37:06.6,-0.029252506,-0.029252506,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.236,-0.999,0.06,-0.075,0.436,0.183,0.6506,-0.7102,-0.0604,-0.2619,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.029252506,0,0.000191689,0,0,-0.029252506,0,-0.000575066,0,0,0,0,0.005218242,0.184876564,0.004292544,0.005218242,0.184876564,0.004292544,0.50501919,0.17076941,0.004292544,0.50501919,0.17076941,0.004292544,0.994824173,0.156946577,0.004198642,0,0,0,-0.005218242,-0.184876564,-0.004292544,-0.005218242,-0.184876564,-0.004292544,0.494582707,-0.198983719,-0.004292544,0.494582707,-0.198983719,-0.004292544,0.984387371,-0.212815263,-0.004010838,0
0.06,37:06.6,-0.009062523,-0.009062523,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.277,-0.981,0.035,-0.188,0.125,0.05,0.6489,-0.7175,-0.0561,-0.2469,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.009062523,0,0.000191689,0,0,-0.009062523,0,-0.000575066,0,0,0,0,0.000437123,0.184987583,0.002098321,0.000437123,0.184987583,0.002098321,0.500435727,0.183806093,0.002098321,0.500435727,0.183806093,0.002098321,0.990434353,0.182649299,0.0020044,0,0,0,-0.000437123,-0.184987583,-0.002098321,-0.000437123,-0.184987583,-0.002098321,0.499561481,-0.186169073,-0.002098321,0.499561481,-0.186169073,-0.002098321,0.989560024,-0.187330129,-0.001816557,0
0.065,37:06.6,-0.009717067,-0.009717067,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.275,-0.98,0.032,-0.177,0.132,0.051,0.6491,-0.7171,-0.0561,-0.2472,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.009717067,0,0.000191689,0,0,-0.009717067,0,-0.000575066,0,0,0,0,0.000500524,0.184985754,0.002240642,0.000500524,0.184985754,0.002240642,0.500498694,0.183632886,0.002240642,0.500498694,0.183632886,0.002240642,0.990496894,0.182308214,0.002146721,0,0,0,-0.000500524,-0.184985754,-0.002240642,-0.000500524,-0.184985754,-0.002240642,0.499497646,-0.186338621,-0.002240642,0.499497646,-0.186338621,-0.002240642,0.989495762,-0.187667843,-0.00195888,0
0.07,37:06.6,-0.010527647,-0.010527647,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.273,-0.98,0.029,-0.166,0.14,0.051,0.6494,-0.7167,-0.0561,-0.2476,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.010527647,0,0.000191689,0,0,-0.010527647,0,-0.000575066,0,0,0,0,0.000579152,0.184983431,0.002407232,0.000579152,0.184983431,0.002407232,0.500576701,0.183418023,0.002407232,0.500576701,0.183418023,0.002407232,0.990574295,0.181885145,0.002313313,0,0,0,-0.000579152,-0.184983431,-0.002407232,-0.000579152,-0.184983431,-0.002407232,0.499418398,-0.186548839,-0.002407232,0.499418398,-0.186548839,-0.002407232,0.989415904,-0.188086606,-0.002125474,0
0.075,37:06.6,-0.057043606,-0.057043606,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.314,-0.955,0.083,0.017,0.438,0.23,0.6482,-0.7034,-0.066,-0.2836,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.057043606,0,0.000191689,0,0,-0.057043606,0,-0.000575066,0,0,0,0,0.012329677,0.184519579,0.005050171,0.012329677,0.184519579,0.005050171,0.511217158,0.151183705,0.005050171,0.511217158,0.151183705,0.005050171,1.000127053,0.118517108,0.004956278,0,0,0,-0.012329677,-0.184519579,-0.005050171,-0.012329677,-0.184519579,-0.005050171,0.486557805,-0.217855452,-0.005050171,0.486557805,-0.217855452,-0.005050171,0.975466944,-0.250532277,-0.004768493,0
0.08,37:06.6,-0.012585098,-0.012585098,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.279,-0.972,0.033,-0.141,0.165,0.059,0.6501,-0.7157,-0.0563,-0.2488,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.012585098,0,0.000191689,0,0,-0.012585098,0,-0.000575066,0,0,0,0,0.000881986,0.184976356,0.002823087,0.000881986,0.184976356,0.002823087,0.500876303,0.182592332,0.002823087,0.500876303,0.182592332,0.002823087,0.990870731,0.180257421,0.00272917,0,0,0,-0.000881986,-0.184976356,-0.002823087,-0.000881986,-0.184976356,-0.002823087,0.49911233,-0.18736038,-0.002823087,0.49911233,-0.18736038,-0.002823087,0.989106659,-0.189701024,-0.002541337,0
0.085,37:06.6,-0.01325898,-0.01325898,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.284,-0.967,0.034,-0.132,0.192,0.062,0.6503,-0.7153,-0.0564,-0.2492,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.01325898,0,0.000191689,0,0,-0.01325898,0,-0.000575066,0,0,0,0,0.000996534,0.184973447,0.002971669,0.000996534,0.184973447,0.002971669,0.500989278,0.182279766,0.002971669,0.500989278,0.182279766,0.002971669,0.990982166,0.179641467,0.002877753,0,0,0,-0.000996534,-0.184973447,-0.002971669,-0.000996534,-0.184973447,-0.002971669,0.49899621,-0.187667128,-0.002971669,0.49899621,-0.187667128,-0.002971669,0.988988994,-0.190311462,-0.002689923,0
0.09,37:06.6,-0.014017972,-0.014017972,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.29,-0.967,0.034,-0.125,0.209,0.066,0.6504,-0.715,-0.0565,-0.2497,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.014017972,0,0.000191689,0,0,-0.014017972,0,-0.000575066,0,0,0,0,0.001141677,0.18497105,0.00306714,0.001141677,0.18497105,0.00306714,0.501132154,0.181885011,0.00306714,0.501132154,0.181885011,0.00306714,0.991122821,0.178862251,0.002973225,0,0,0,-0.001141677,-0.18497105,-0.00306714,-0.001141677,-0.18497105,-0.00306714,0.498848799,-0.188057088,-0.00306714,0.498848799,-0.188057088,-0.00306714,0.988839356,-0.191086077,-0.002785396,0
0.095,37:06.6,-0.01479493,-0.01479493,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.292,-0.969,0.035,-0.114,0.225,0.069,0.6505,-0.7147,-0.0567,-0.2503,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.01479493,0,0.000191689,0,0,-0.01479493,0,-0.000575066,0,0,0,0,0.001337518,0.184968022,0.00316892,0.001337518,0.184968022,0.00316892,0.501324447,0.181352576,0.00316892,0.501324447,0.181352576,0.00316892,0.991311639,0.177811049,0.003075006,0,0,0,-0.001337518,-0.184968022,-0.00316892,-0.001337518,-0.184968022,-0.00316892,0.49864941,-0.188583467,-0.00316892,0.49864941,-0.188583467,-0.00316892,0.988636484,-0.192131429,-0.002887179,0
0.1,37:06.6,-0.011961659,-0.011961659,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.273,-0.974,0.031,-0.147,0.164,0.056,0.6499,-0.716,-0.0562,-0.2484,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.011961659,0,0.000191689,0,0,-0.011961659,0,-0.000575066,0,0,0,0,0.000769914,0.184978716,0.002698459,0.000769914,0.184978716,0.002698459,0.500765583,0.182897648,0.002698459,0.500765583,0.182897648,0.002698459,0.990761335,0.18085957,0.002604541,0,0,0,-0.000769914,-0.184978716,-0.002698459,-0.000769914,-0.184978716,-0.002698459,0.499225756,-0.187059785,-0.002698459,0.499225756,-0.187059785,-0.002698459,0.989221413,-0.189103343,-0.002416706,0
0.105,37:06.6,-0.016350558,-0.016350558,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.297,-0.973,0.041,-0.092,0.27,0.083,0.6507,-0.7141,-0.0571,-0.2515,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.016350558,0,0.000191689,0,0,-0.016350558,0,-0.000575066,0,0,0,0,0.001729412,0.184961182,0.003372012,0.001729412,0.184961182,0.003372012,0.501707557,0.180286318,0.003372012,0.501707557,0.180286318,0.003372012,0.991686147,0.175706664,0.0032781,0,0,0,-0.001729412,-0.184961182,-0.003372012,-0.001729412,-0.184961182,-0.003372012,0.498248733,-0.189636045,-0.003372012,0.498248733,-0.189636045,-0.003372012,0.988227186,-0.194222546,-0.003090276,0
0.11,37:06.6,-0.015582989,-0.015582989,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.296,-0.972,0.038,-0.105,0.246,0.076,0.6507,-0.7144,-0.0569,-0.2509,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.015582989,0,0.000191689,0,0,-0.015582989,0,-0.000575066,0,0,0,0,0.001524555,0.184964334,0.003297116,0.001524555,0.184964334,0.003297116,0.501507572,0.180843259,0.003297116,0.501507572,0.180843259,0.003297116,0.991490933,0.17680628,0.003203204,0,0,0,-0.001524555,-0.184964334,-0.003297116,-0.001524555,-0.184964334,-0.003297116,0.498458461,-0.189085408,-0.003297116,0.498458461,-0.189085408,-0.003297116,0.988441695,-0.193129083,-0.003015379,0
0.115,37:06.6,-0.022692587,-0.022692587,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.275,-1.008,0.05,-0.073,0.405,0.152,0.6508,-0.712,-0.0589,-0.2567,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.022692587,0,0.000191689,0,0,-0.022692587,0,-0.000575066,0,0,0,0,0.003503107,0.184925136,0.003927126,0.003503107,0.184925136,0.003927126,0.503413419,0.175455145,0.003927126,0.503413419,0.175455145,0.003927126,0.993325552,0.166176547,0.003833219,0,0,0,-0.003503107,-0.184925136,-0.003927126,-0.003503107,-0.184925136,-0.003927126,0.496407204,-0.194395127,-0.003927126,0.496407204,-0.194395127,-0.003927126,0.986319115,-0.203681698,-0.003645407,0
0.12,37:06.6,-0.021416032,-0.021416032,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.28,-1.004,0.047,-0.075,0.391,0.144,0.6508,-0.7124,-0.0586,-0.2557,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.021416032,0,0.000191689,0,0,-0.021416032,0,-0.000575066,0,0,0,0,0.003172414,0.184933113,0.003831385,0.003172414,0.184933113,0.003831385,0.503098862,0.176357182,0.003831385,0.503098862,0.176357182,0.003831385,0.993026805,0.167954715,0.003737477,0,0,0,-0.003172414,-0.184933113,-0.003831385,-0.003172414,-0.184933113,-0.003831385,0.496754034,-0.193509044,-0.003831385,0.496754034,-0.193509044,-0.003831385,0.986681772,-0.20191929,-0.003549663,0
0.125,37:06.6,-0.007626774,-0.007626774,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.282,-0.979,0.049,-0.199,0.12,0.045,0.6482,-0.7182,-0.0561,-0.2462,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.007626774,0,0.000191689,0,0,-0.007626774,0,-0.000575066,0,0,0,0,0.000315638,0.184991359,0.001759926,0.000315638,0.184991359,0.001759926,0.50031491,0.184138245,0.001759926,0.50031491,0.184138245,0.001759926,0.990314189,0.183303087,0.001666003,0,0,0,-0.000315638,-0.184991359,-0.001759926,-0.000315638,-0.184991359,-0.001759926,0.499683634,-0.185844474,-0.001759926,0.499683634,-0.185844474,-0.001759926,0.989682835,-0.186683206,-0.001478157,0
0.13,37:06.6,-0.025185664,-0.025185664,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.258,-1.007,0.056,-0.078,0.416,0.171,0.6507,-0.7113,-0.0595,-0.2587,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.025185664,0,0.000191689,0,0,-0.025185664,0,-0.000575066,0,0,0,0,0.004170954,0.184908259,0.004066783,0.004170954,0.184908259,0.004066783,0.504043799,0.173632687,0.004066783,0.504043799,0.173632687,0.004066783,0.993919225,0.16258469,0.003972878,0,0,0,-0.004170954,-0.184908259,-0.004066783,-0.004170954,-0.184908259,-0.004066783,0.495701892,-0.196183832,-0.004066783,0.495701892,-0.196183832,-0.004066783,0.985577059,-0.207240084,-0.003785068,0
0.135,37:06.6,-0.019189431,-0.019189431,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.289,-0.992,0.045,-0.079,0.361,0.119,0.6508,-0.7131,-0.0579,-0.2538,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.019189431,0,0.000191689,0,0,-0.019189431,0,-0.000575066,0,0,0,0,0.002511449,0.184946915,0.003651188,0.002511449,0.184946915,0.003651188,0.502465357,0.178157892,0.003651188,0.502465357,0.178157892,0.003651188,0.992420202,0.171506502,0.003557278,0,0,0,-0.002511449,-0.184946915,-0.003651188,-0.002511449,-0.184946915,-0.003651188,0.497442458,-0.191735939,-0.003651188,0.497442458,-0.191735939,-0.003651188,0.98739713,-0.198394742,-0.00336946,0
0.14,37:06.6,-0.018256968,-0.018256968,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.293,-0.985,0.044,-0.083,0.335,0.107,0.6508,-0.7134,-0.0576,-0.253,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.018256968,0,0.000191689,0,0,-0.018256968,0,-0.000575066,0,0,0,0,0.002231712,0.184952027,0.003573139,0.002231712,0.184952027,0.003573139,0.502195316,0.178919248,0.003573139,0.502195316,0.178919248,0.003573139,0.992159661,0.173008939,0.003479229,0,0,0,-0.002231712,-0.184952027,-0.003573139,-0.002231712,-0.184952027,-0.003573139,0.497731893,-0.190984805,-0.003573139,0.497731893,-0.190984805,-0.003573139,0.987696078,-0.196902369,-0.003291409,0
0.145,37:06.6,-0.017197672,-0.017197672,0.000191689,-0.000575066,0.03663063,0.153846741,-0.003663063,0.003663063,-0.295,-0.98,0.043,-0.084,0.307,0.096,0.6508,-0.7137,-0.0574,-0.2522,-0.064,-0.991,0.064,0.125,0.247,0.092,-0.4109,0.4531,0.5501,0.5683,-0.242,-0.956,-0.159,0.057,-0.14,-0.007,-0.7117,0.5388,-0.3578,-0.2737,0,-0.017197672,0,0.000191689,0,0,-0.017197672,0,-0.000575066,0,0,0,0,0.001978602,0.184956236,0.003503703,0.001978602,0.184956236,0.003503703,0.501949994,0.179607704,0.003503703,0.501949994,0.179607704,0.003503703,0.991921969,0.174367922,0.003409792,0,0,0,-0.001978602,-0.184956236,-0.003503703,-0.001978602,-0.184956236,-0.003503703,0.497992791,-0.190304768,-0.003503703,0.497992791,-0.190304768,-0.003503703,0.987964617,-0.195551664,-0.003221971,0
