timestamp,system_time,left_hip,right_hip,left_knee_angle,right_knee_angle,left_knee_vel,right_knee_vel,left_knee_tff,right_knee_tff,pelvis_acc_x,pelvis_acc_y,pelvis_acc_z,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,left_thigh_acc_x,left_thigh_acc_y,left_thigh_acc_z,left_thigh_gyro_x,left_thigh_gyro_y,left_thigh_gyro_z,left_thigh_quat_w,left_thigh_quat_x,left_thigh_quat_y,left_thigh_quat_z,right_thigh_acc_x,right_thigh_acc_y,right_thigh_acc_z,right_thigh_gyro_x,right_thigh_gyro_y,right_thigh_gyro_z,right_thigh_quat_w,right_thigh_quat_x,right_thigh_quat_y,right_thigh_quat_z,L0_theta,L1_theta,L2_theta,L3_theta,L4_theta,R0_theta,R1_theta,R2_theta,R3_theta,R4_theta,L_fk_0_x,L_fk_0_y,L_fk_0_z,L_fk_1_x,L_fk_1_y,L_fk_1_z,L_fk_2_x,L_fk_2_y,L_fk_2_z,L_fk_3_x,L_fk_3_y,L_fk_3_z,L_fk_4_x,L_fk_4_y,L_fk_4_z,L_fk_5_x,L_fk_5_y,L_fk_5_z,R_fk_0_x,R_fk_0_y,R_fk_0_z,R_fk_1_x,R_fk_1_y,R_fk_1_z,R_fk_2_x,R_fk_2_y,R_fk_2_z,R_fk_3_x,R_fk_3_y,R_fk_3_z,R_fk_4_x,R_fk_4_y,R_fk_4_z,R_fk_5_x,R_fk_5_y,R_fk_5_z,gait_phase
3.865,37:09.5,1.427060992,-0.102486174,-1.144175053,-0.253685474,-0.036629677,-0.190476418,-0.003663063,0.003663063,-0.061,-0.93,-0.082,0.188,0.237,-0.003,0.6878,-0.6808,-0.1261,-0.2176,0.271,-0.222,-0.945,0.588,0.272,0.615,-0.3337,-0.086,0.1798,0.9213,0.003,-0.974,-0.244,-0.102,-0.048,0.109,-0.7411,0.6023,-0.1757,-0.2387,0,1.427060992,0,-1.144175053,0,0,-0.102486174,0,-0.253685474,0,0,0,0,0.007948011,0.182615379,0.02852109,0.007948011,0.182615379,0.02852109,0.130926309,0.252171083,-0.451102036,0.130926309,0.252171083,-0.451102036,0.612749308,0.245079027,-0.53996317,0,0,0,-0.007948011,-0.182615379,-0.02852109,-0.007948011,-0.182615379,-0.02852109,0.480875584,-0.219278424,0.07000461,0.480875584,-0.219278424,0.07000461,0.919279745,-0.27155246,0.282535119,0.429824561
3.87,37:09.5,1.427504378,-0.102380286,-1.144175053,-0.253685474,-0.036629677,-0.190476418,-0.003663063,0.003663063,-0.069,-0.938,-0.079,0.196,0.227,-0.021,0.6874,-0.681,-0.1266,-0.2179,0.271,-0.222,-0.945,0.588,0.272,0.615,-0.3337,-0.086,0.1798,0.9213,0.003,-0.974,-0.244,-0.102,-0.048,0.109,-0.7411,0.6023,-0.1757,-0.2387,0,1.427504378,0,-1.144175053,0,0,-0.102380286,0,-0.253685474,0,0,0,0,0.008184926,0.182620732,0.02841963,0.008184926,0.182620732,0.02841963,0.131156395,0.251758373,-0.451265688,0.131156395,0.251758373,-0.451265688,0.612952447,0.244007459,-0.54021785,0,0,0,-0.008184926,-0.182620732,-0.02841963,-0.008184926,-0.182620732,-0.02841963,0.480576555,-0.219872893,0.070193202,0.480576555,-0.219872893,0.070193202,0.918882623,-0.27260552,0.282812725,0.431578947
3.875,37:09.5,1.42812414,-0.102038838,-1.144175053,-0.253685474,-0.036629677,-0.190476418,-0.003663063,0.003663063,-0.074,-0.947,-0.076,0.208,0.207,-0.037,0.687,-0.6813,-0.1271,-0.2181,0.271,-0.222,-0.945,0.588,0.272,0.615,-0.3337,-0.086,0.1798,0.9213,0.003,-0.974,-0.244,-0.102,-0.048,0.109,-0.7411,0.6023,-0.1757,-0.2387,0,1.42812414,0,-1.144175053,0,0,-0.102038838,0,-0.253685474,0,0,0,0,0.00839414,0.182630602,0.028294905,0.00839414,0.182630602,0.028294905,0.131357972,0.251306963,-0.451458629,0.131357972,0.251306963,-0.451458629,0.613129313,0.242957266,-0.540490408,0,0,0,-0.00839414,-0.182630602,-0.028294905,-0.00839414,-0.182630602,-0.028294905,0.48031412,-0.22038229,0.070391705,0.48031412,-0.22038229,0.070391705,0.918537878,-0.273477487,0.283090642,0.433333333
3.88,37:09.5,1.432705599,-0.094918219,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.086,-0.991,-0.041,0.305,0.134,-0.064,0.6851,-0.6827,-0.1292,-0.2185,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.432705599,0,-1.148393631,0,0,-0.094918219,0,-0.262506485,0,0,0,0,0.00918127,0.182684957,0.027693155,0.00918127,0.182684957,0.027693155,0.131489911,0.249332461,-0.452513787,0.131489911,0.249332461,-0.452513787,0.613414191,0.238440332,-0.540436195,0,0,0,-0.00918127,-0.182684957,-0.027693155,-0.00918127,-0.182684957,-0.027693155,0.479820713,-0.221909902,0.068942577,0.479820713,-0.221909902,0.068942577,0.916864417,-0.276429472,0.283699222,0.435087719
3.885,37:09.5,1.429975045,-0.096994286,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.079,-0.956,-0.071,0.227,0.19,-0.045,0.6866,-0.6815,-0.1276,-0.2183,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.429975045,0,-1.148393631,0,0,-0.096994286,0,-0.262506485,0,0,0,0,0.008605391,0.182636109,0.028195724,0.008605391,0.182636109,0.028195724,0.130946911,0.250969085,-0.451765896,0.130946911,0.250969085,-0.451765896,0.612946036,0.241798987,-0.539474235,0,0,0,-0.008605391,-0.182636109,-0.028195724,-0.008605391,-0.182636109,-0.028195724,0.480533114,-0.2205746,0.068262522,0.480533114,-0.2205746,0.068262522,0.91777984,-0.274298358,0.282806361,0.436842105
3.89,37:09.5,1.430932189,-0.096298794,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.081,-0.967,-0.062,0.251,0.168,-0.055,0.6861,-0.6819,-0.1282,-0.2184,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.430932189,0,-1.148393631,0,0,-0.096298794,0,-0.262506485,0,0,0,0,0.008821918,0.182650625,0.028034317,0.008821918,0.182650625,0.028034317,0.131152641,0.250422161,-0.452009652,0.131152641,0.250422161,-0.452009652,0.613124426,0.240617735,-0.53979958,0,0,0,-0.008821918,-0.182650625,-0.028034317,-0.008821918,-0.182650625,-0.028034317,0.480263963,-0.221088769,0.068492937,0.480263963,-0.221088769,0.068492937,0.917430793,-0.275145306,0.283115986,0.438596491
3.895,37:09.5,1.431750386,-0.095697306,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.082,-0.979,-0.051,0.277,0.15,-0.06,0.6856,-0.6823,-0.1287,-0.2185,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.431750386,0,-1.148393631,0,0,-0.095697306,0,-0.262506485,0,0,0,0,0.009014377,0.182667502,0.027862601,0.009014377,0.182667502,0.027862601,0.131333919,0.2498659,-0.452264783,0.131333919,0.2498659,-0.452264783,0.613280593,0.239484183,-0.540126174,0,0,0,-0.009014377,-0.182667502,-0.027862601,-0.009014377,-0.182667502,-0.027862601,0.480026046,-0.221533416,0.068723659,0.480026046,-0.221533416,0.068723659,0.917125487,-0.275851347,0.283417955,0.440350877
3.9,37:09.5,1.434874029,-0.093037538,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.099,-1.012,-0.024,0.337,0.113,-0.055,0.6839,-0.6837,-0.1302,-0.2184,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.434874029,0,-1.148393631,0,0,-0.093037538,0,-0.262506485,0,0,0,0,0.009507577,0.182733729,0.02725785,0.009507577,0.182733729,0.02725785,0.131788872,0.248031221,-0.453141486,0.131788872,0.248031221,-0.453141486,0.613667219,0.236091627,-0.541179574,0,0,0,-0.009507577,-0.182733729,-0.02725785,-0.009507577,-0.182733729,-0.02725785,0.479425005,-0.22260078,0.069466236,0.479425005,-0.22260078,0.069466236,0.916373765,-0.277388337,0.284347841,0.442105263
3.905,37:09.5,1.435750506,-0.092279728,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.099,-1.022,-0.014,0.345,0.105,-0.044,0.6833,-0.6842,-0.1306,-0.2184,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.435750506,0,-1.148393631,0,0,-0.092279728,0,-0.262506485,0,0,0,0,0.009659673,0.182759784,0.027028729,0.009659673,0.182759784,0.027028729,0.131926474,0.247359207,-0.453468663,0.131926474,0.247359207,-0.453468663,0.613782611,0.234918812,-0.541558954,0,0,0,-0.009659673,-0.182759784,-0.027028729,-0.009659673,-0.182759784,-0.027028729,0.479241936,-0.222910925,0.069734398,0.479241936,-0.222910925,0.069734398,0.916150111,-0.277791466,0.284674792,0.443859649
3.91,37:09.5,1.436763725,-0.091426151,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.094,-1.025,-0.007,0.348,0.11,-0.03,0.6827,-0.6847,-0.1311,-0.2184,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.436763725,0,-1.148393631,0,0,-0.091426151,0,-0.262506485,0,0,0,0,0.009836194,0.182782545,0.026810271,0.009836194,0.182782545,0.026810271,0.132088525,0.246696331,-0.453782483,0.132088525,0.246696331,-0.453782483,0.613918908,0.233697061,-0.54193293,0,0,0,-0.009836194,-0.182782545,-0.026810271,-0.009836194,-0.182782545,-0.026810271,0.479026306,-0.223290267,0.070001818,0.479026306,-0.223290267,0.070001818,0.915881054,-0.278335882,0.285008584,0.445614035
3.915,37:09.5,1.433681603,-0.094121786,-1.148393631,-0.262506485,-0.095237732,-0.095237732,-0.003663063,0.003663063,-0.093,-1.002,-0.032,0.318,0.118,-0.063,0.6845,-0.6831,-0.1297,-0.2185,0.298,-0.218,-0.925,0.586,0.258,0.607,-0.3326,-0.0875,0.1794,0.9216,-0.024,-0.999,-0.221,-0.122,-0.074,0.109,-0.7424,0.5996,-0.1805,-0.2378,0,1.433681603,0,-1.148393631,0,0,-0.094121786,0,-0.262506485,0,0,0,0,0.009359123,0.182705143,0.027499775,0.009359123,0.182705143,0.027499775,0.131655304,0.24873198,-0.452796072,0.131655304,0.24873198,-0.452796072,0.613555157,0.237289753,-0.540782476,0,0,0,-0.009359123,-0.182705143,-0.027499775,-0.009359123,-0.182705143,-0.027499775,0.479602419,-0.222305189,0.06918759,0.479602419,-0.222305189,0.06918759,0.916588448,-0.277023952,0.28401093,0.447368421
3.92,37:09.5,1.377030553,-0.077383088,-1.155679703,-0.266724586,-0.241758347,-0.124542236,-0.003663063,0.003663063,-0.091,-1.026,-0.001,0.349,0.116,-0.013,0.6821,-0.6853,-0.1315,-0.2185,0.26,-0.869,-0.844,0.608,0.172,0.41,-0.329,-0.0826,0.2091,0.9171,-0.063,-0.986,-0.229,-0.124,-0.038,0.111,-0.7442,0.5959,-0.19,-0.2342,0,1.377030553,0,-1.155679703,0,0,-0.077383088,0,-0.266724586,0,0,0,0,0.010012325,0.182810415,0.026553826,0.010012325,0.182810415,0.026553826,0.161296944,0.243189372,-0.446169503,0.161296944,0.243189372,-0.446169503,0.647766789,0.224637104,-0.501873209,0,0,0,-0.010012325,-0.182810415,-0.026553826,-0.010012325,-0.182810415,-0.026553826,0.480131007,-0.222777858,0.063790608,0.480131007,-0.222777858,0.063790608,0.918944606,-0.277470111,0.274862594,0.449122807
3.925,37:09.6,1.376819164,-0.084332091,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.087,-1.024,0.002,0.346,0.131,0.007,0.6814,-0.6858,-0.1319,-0.2186,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.376819164,0,-1.168335915,0,0,-0.084332091,0,-0.269792557,0,0,0,0,0.010201498,0.182836834,0.026298697,0.010201498,0.182836834,0.026298697,0.161928085,0.242361457,-0.44639133,0.161928085,0.242361457,-0.44639133,0.649038158,0.222258147,-0.4955811,0,0,0,-0.010201498,-0.182836834,-0.026298697,-0.010201498,-0.182836834,-0.026298697,0.479169828,-0.223671644,0.067766301,0.479169828,-0.223671644,0.067766301,0.91560655,-0.279058156,0.283533125,0.450877193
3.93,37:09.6,1.378062078,-0.083437842,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.039,-1.016,-0.032,0.337,0.179,0.098,0.6793,-0.6874,-0.133,-0.2195,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.378062078,0,-1.168335915,0,0,-0.083437842,0,-0.269792557,0,0,0,0,0.01089697,0.182911971,0.025484641,0.01089697,0.182911971,0.025484641,0.162602057,0.239779326,-0.447539323,0.162602057,0.239779326,-0.447539323,0.649608451,0.217640666,-0.496881518,0,0,0,-0.01089697,-0.182911971,-0.025484641,-0.01089697,-0.182911971,-0.025484641,0.478332345,-0.22517841,0.068686618,0.478332345,-0.22517841,0.068686618,0.914592931,-0.281255592,0.284631173,0.452631579
3.935,37:09.6,1.377408021,-0.083850991,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.069,-1.018,-0.005,0.342,0.161,0.046,0.6807,-0.6863,-0.1323,-0.2188,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.377408021,0,-1.168335915,0,0,-0.083850991,0,-0.269792557,0,0,0,0,0.010416419,0.182861533,0.026041466,0.010416419,0.182861533,0.026041466,0.162136712,0.241550384,-0.446755077,0.162136712,0.241550384,-0.446755077,0.649215496,0.220816723,-0.495993,0,0,0,-0.010416419,-0.182861533,-0.026041466,-0.010416419,-0.182861533,-0.026041466,0.478911744,-0.224135874,0.068056236,0.478911744,-0.224135874,0.068056236,0.915294643,-0.279729202,0.283878727,0.454385965
3.94,37:09.6,1.377755968,-0.083588256,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.054,-1.018,-0.018,0.339,0.181,0.073,0.68,-0.6869,-0.1326,-0.2191,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.377755968,0,-1.168335915,0,0,-0.083588256,0,-0.269792557,0,0,0,0,0.010630783,0.182891014,0.025746132,0.010630783,0.182891014,0.025746132,0.162343535,0.240646062,-0.447167809,0.162343535,0.240646062,-0.447167809,0.649390351,0.219273235,-0.49644865,0,0,0,-0.010630783,-0.182891014,-0.025746132,-0.010630783,-0.182891014,-0.025746132,0.478656083,-0.224582245,0.068382524,0.478656083,-0.224582245,0.068382524,0.914990122,-0.280334859,0.284262705,0.456140351
3.945,37:09.6,1.378300859,-0.083333745,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.02,-1.023,-0.044,0.357,0.143,0.14,0.6779,-0.6885,-0.1334,-0.2202,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.378300859,0,-1.168335915,0,0,-0.083333745,0,-0.269792557,0,0,0,0,0.011304836,0.182968329,0.024895608,0.011304836,0.182968329,0.024895608,0.162992425,0.237988739,-0.44835235,0.162992425,0.237988739,-0.44835235,0.649934417,0.214626101,-0.49776574,0,0,0,-0.011304836,-0.182968329,-0.024895608,-0.011304836,-0.182968329,-0.024895608,0.477845651,-0.22601209,0.069333028,0.477845651,-0.22601209,0.069333028,0.914017293,-0.282358705,0.28538709,0.457894737
3.95,37:09.6,1.37869397,-0.082906872,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.016,-1.045,-0.026,0.401,0.068,0.151,0.6763,-0.6899,-0.1336,-0.2207,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.37869397,0,-1.168335915,0,0,-0.082906872,0,-0.269792557,0,0,0,0,0.011629442,0.183045913,0.024165053,0.011629442,0.183045913,0.024165053,0.163294067,0.235919946,-0.449334871,0.163294067,0.235919946,-0.449334871,0.650182283,0.211513222,-0.498773493,0,0,0,-0.011629442,-0.183045913,-0.024165053,-0.011629442,-0.183045913,-0.024165053,0.477472317,-0.226564308,0.070098508,0.477472317,-0.226564308,0.070098508,0.913606789,-0.282809272,0.286254068,0.459649123
3.955,37:09.6,1.378667185,-0.08298447,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.016,-1.031,-0.037,0.374,0.111,0.149,0.6771,-0.6891,-0.1336,-0.2204,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.378667185,0,-1.168335915,0,0,-0.08298447,0,-0.269792557,0,0,0,0,0.011480727,0.183001731,0.024567442,0.011480727,0.183001731,0.024567442,0.163158095,0.237034021,-0.448797626,0.163158095,0.237034021,-0.448797626,0.650071343,0.213123672,-0.498232266,0,0,0,-0.011480727,-0.183001731,-0.024567442,-0.011480727,-0.183001731,-0.024567442,0.477639596,-0.226339822,0.069682861,0.477639596,-0.226339822,0.069682861,0.913782438,-0.282713007,0.285788125,0.461403509
3.96,37:09.6,1.378233607,-0.083329345,-1.168335915,-0.269792557,-0.300365448,-0.095237732,-0.003663063,0.003663063,-0.029,-1.02,-0.042,0.345,0.168,0.123,0.6786,-0.6879,-0.1332,-0.2198,0.214,-0.036,-1.16,-0.196,-0.376,0.306,-0.3132,-0.0738,0.2046,0.9244,-0.002,-0.995,-0.244,-0.202,0.096,0.268,-0.7595,0.5801,-0.1918,-0.2232,0,1.378233607,0,-1.168335915,0,0,-0.083329345,0,-0.269792557,0,0,0,0,0.011089148,0.182939323,0.025203865,0.011089148,0.182939323,0.025203865,0.162786173,0.238928094,-0.447927481,0.162786173,0.238928094,-0.447927481,0.649762527,0.216211912,-0.497303639,0,0,0,-0.011089148,-0.182939323,-0.025203865,-0.011089148,-0.182939323,-0.025203865,0.478103347,-0.225570325,0.068994331,0.478103347,-0.225570325,0.068994331,0.914322344,-0.281770627,0.284990889,0.463157895
3.965,37:09.6,1.432018126,-0.038725313,-1.17869091,-0.272093773,-0.227106094,-0.007326126,-0.003663063,0.003663063,-0.021,-1.055,-0.016,0.42,0.052,0.147,0.6755,-0.6906,-0.1337,-0.2209,0.21,-0.038,-1.185,-0.2,-0.216,0.324,-0.3069,-0.0755,0.1765,0.9321,-0.105,-0.984,-0.115,-0.259,0.177,0.212,-0.7472,0.5905,-0.2098,-0.2209,0,1.432018126,0,-1.17869091,0,0,-0.038725313,0,-0.272093773,0,0,0,0,0.011779155,0.183084063,0.023800783,0.011779155,0.183084063,0.023800783,0.138007049,0.237458569,-0.45693816,0.138007049,0.237458569,-0.45693816,0.622473716,0.215394013,-0.52697532,0,0,0,-0.011779155,-0.183084063,-0.023800783,-0.011779155,-0.183084063,-0.023800783,0.481170581,-0.224267276,0.04903122,0.481170581,-0.224267276,0.04903122,0.926109736,-0.278623677,0.246956787,0.464912281
3.97,37:09.6,1.432440019,-0.038215282,-1.17869091,-0.272093773,-0.227106094,-0.007326126,-0.003663063,0.003663063,-0.032,-1.064,-0.004,0.439,0.041,0.134,0.6746,-0.6914,-0.1338,-0.221,0.21,-0.038,-1.185,-0.2,-0.216,0.324,-0.3069,-0.0755,0.1765,0.9321,-0.105,-0.984,-0.115,-0.259,0.177,0.212,-0.7472,0.5905,-0.2098,-0.2209,0,1.432440019,0,-1.17869091,0,0,-0.038215282,0,-0.272093773,0,0,0,0,0.011912737,0.183128464,0.023389153,0.011912737,0.183128464,0.023389153,0.138147175,0.236333188,-0.457478942,0.138147175,0.236333188,-0.457478942,0.622593058,0.213762266,-0.527498506,0,0,0,-0.011912737,-0.183128464,-0.023389153,-0.011912737,-0.183128464,-0.023389153,0.481018944,-0.224498474,0.04945918,0.481018944,-0.224498474,0.04945918,0.925950109,-0.278727597,0.247437615,0.466666667
3.975,37:09.6,1.432861614,-0.037704594,-1.17869091,-0.272093773,-0.227106094,-0.007326126,-0.003663063,0.003663063,-0.05,-1.072,0.008,0.463,0.039,0.12,0.6737,-0.6922,-0.1339,-0.2211,0.21,-0.038,-1.185,-0.2,-0.216,0.324,-0.3069,-0.0755,0.1765,0.9321,-0.105,-0.984,-0.115,-0.259,0.177,0.212,-0.7472,0.5905,-0.2098,-0.2209,0,1.432861614,0,-1.17869091,0,0,-0.037704594,0,-0.272093773,0,0,0,0,0.012046503,0.183171827,0.022977454,0.012046503,0.183171827,0.022977454,0.138286785,0.235206449,-0.45801713,0.138286785,0.235206449,-0.45801713,0.622711512,0.212128744,-0.528017864,0,0,0,-0.012046503,-0.183171827,-0.022977454,-0.012046503,-0.183171827,-0.022977454,0.480867004,-0.224729143,0.049887244,0.480867004,-0.224729143,0.049887244,0.925790369,-0.27883141,0.247917907,0.468421053
3.98,37:09.6,1.433470554,-0.037019208,-1.17869091,-0.272093773,-0.227106094,-0.007326126,-0.003663063,0.003663063,-0.076,-1.076,0.027,0.486,0.046,0.103,0.6727,-0.6931,-0.1341,-0.2212,0.21,-0.038,-1.185,-0.2,-0.216,0.324,-0.3069,-0.0755,0.1765,0.9321,-0.105,-0.984,-0.115,-0.259,0.177,0.212,-0.7472,0.5905,-0.2098,-0.2209,0,1.433470554,0,-1.17869091,0,0,-0.037019208,0,-0.272093773,0,0,0,0,0.012214052,0.183216671,0.022527058,0.012214052,0.183216671,0.022527058,0.138459981,0.233957136,-0.458604287,0.138459981,0.233957136,-0.458604287,0.622857632,0.210269805,-0.528588759,0,0,0,-0.012214052,-0.183216671,-0.022527058,-0.012214052,-0.183216671,-0.022527058,0.480673857,-0.225036569,0.050360564,0.480673857,-0.225036569,0.050360564,0.925580653,-0.279052042,0.248452136,0.470175439
3.985,37:09.6,1.434204491,-0.03618436,-1.17869091,-0.272093773,-0.227106094,-0.007326126,-0.003663063,0.003663063,-0.105,-1.072,0.05,0.513,0.055,0.084,0.6718,-0.694,-0.1343,-0.2212,0.21,-0.038,-1.185,-0.2,-0.216,0.324,-0.3069,-0.0755,0.1765,0.9321,-0.105,-0.984,-0.115,-0.259,0.177,0.212,-0.7472,0.5905,-0.2098,-0.2209,0,1.434204491,0,-1.17869091,0,0,-0.03618436,0,-0.272093773,0,0,0,0,0.012345504,0.183259475,0.022103243,0.012345504,0.183259475,0.022103243,0.138595906,0.232799491,-0.459152014,0.138595906,0.232799491,-0.459152014,0.622972048,0.208606944,-0.529112527,0,0,0,-0.012345504,-0.183259475,-0.022103243,-0.012345504,-0.183259475,-0.022103243,0.480525178,-0.22525528,0.050799725,0.480525178,-0.22525528,0.050799725,0.925426966,-0.279124959,0.248942242,0.471929825
3.99,37:09.6,1.476464593,-0.002656085,-1.189044952,-0.280531883,-0.095237732,-0.212453842,-0.003663063,0.003663063,-0.275,-0.927,0.021,0.591,0.127,0.037,0.6634,-0.7013,-0.1373,-0.2216,0.164,-0.105,-1.078,-0.083,-0.066,0.359,-0.3051,-0.0733,0.1572,0.9363,-0.085,-0.957,-0.23,-0.219,0.187,0.061,-0.7478,0.5915,-0.2179,-0.208,0,1.476464593,0,-1.189044952,0,0,-0.002656085,0,-0.280531883,0,0,0,0,0.01398681,0.183536389,0.018540847,0.01398681,0.183536389,0.018540847,0.123359615,0.224315669,-0.467642904,0.123359615,0.224315669,-0.467642904,0.605671303,0.195805748,-0.549267774,0,0,0,-0.01398681,-0.183536389,-0.018540847,-0.01398681,-0.183536389,-0.018540847,0.480407631,-0.227321822,0.041932062,0.480407631,-0.227321822,0.041932062,0.928505084,-0.280757605,0.232859507,0.473684211
3.995,37:09.6,1.473632028,-0.005789511,-1.189044952,-0.280531883,-0.095237732,-0.212453842,-0.003663063,0.003663063,-0.24,-0.98,0.059,0.541,0.092,0.037,0.6666,-0.6985,-0.1361,-0.2215,0.164,-0.105,-1.078,-0.083,-0.066,0.359,-0.3051,-0.0733,0.1572,0.9363,-0.085,-0.957,-0.23,-0.219,0.187,0.061,-0.7478,0.5915,-0.2179,-0.208,0,1.473632028,0,-1.189044952,0,0,-0.005789511,0,-0.280531883,0,0,0,0,0.013357929,0.183441459,0.019894644,0.013357929,0.183441459,0.019894644,0.122662892,0.228173712,-0.46595662,0.122662892,0.228173712,-0.46595662,0.60508109,0.201910639,-0.547705828,0,0,0,-0.013357929,-0.183441459,-0.019894644,-0.013357929,-0.183441459,-0.019894644,0.481154675,-0.225999763,0.040488098,0.481154675,-0.225999763,0.040488098,0.929344948,-0.279322601,0.231229164,0.475438596
4,37:09.6,1.471810196,-0.007775961,-1.189044952,-0.280531883,-0.095237732,-0.212453842,-0.003663063,0.003663063,-0.196,-1.02,0.07,0.546,0.096,0.045,0.6687,-0.6967,-0.1353,-0.2214,0.164,-0.105,-1.078,-0.083,-0.066,0.359,-0.3051,-0.0733,0.1572,0.9363,-0.085,-0.957,-0.23,-0.219,0.187,0.061,-0.7478,0.5915,-0.2179,-0.208,0,1.471810196,0,-1.189044952,0,0,-0.007775961,0,-0.280531883,0,0,0,0,0.012934937,0.183374333,0.020773571,0.012934937,0.183374333,0.020773571,0.122191992,0.230680791,-0.464844587,0.122191992,0.230680791,-0.464844587,0.6046784,0.205915266,-0.546658616,0,0,0,-0.012934937,-0.183374333,-0.020773571,-0.012934937,-0.183374333,-0.020773571,0.481656528,-0.225095507,0.03954746,0.481656528,-0.225095507,0.03954746,0.929914249,-0.278308526,0.230160654,0.477192982
