time,pelvis_acc_x,pelvis_acc_y,pelvis_acc_z,pelvis_gyro_x,pelvis_gyro_y,pelvis_gyro_z,pelvis_quat_w,pelvis_quat_x,pelvis_quat_y,pelvis_quat_z,left_thigh_acc_x,left_thigh_acc_y,left_thigh_acc_z,left_thigh_gyro_x,left_thigh_gyro_y,left_thigh_gyro_z,left_thigh_quat_w,left_thigh_quat_x,left_thigh_quat_y,left_thigh_quat_z,right_thigh_acc_x,right_thigh_acc_y,right_thigh_acc_z,right_thigh_gyro_x,right_thigh_gyro_y,right_thigh_gyro_z,right_thigh_quat_w,right_thigh_quat_x,right_thigh_quat_y,right_thigh_quat_z,L0_a,L0_alpha,L0_d,L0_theta,L0_theta_sin,L0_theta_cos,L1_a,L1_alpha,L1_d,L1_theta,L1_theta_sin,L1_theta_cos,L2_a,L2_alpha,L2_d,L2_theta,L2_theta_sin,L2_theta_cos,L3_a,L3_alpha,L3_d,L3_theta,L3_theta_sin,L3_theta_cos,L4_a,L4_alpha,L4_d,L4_theta,L4_theta_sin,L4_theta_cos,R0_a,R0_alpha,R0_d,R0_theta,R0_theta_sin,R0_theta_cos,R1_a,R1_alpha,R1_d,R1_theta,R1_theta_sin,R1_theta_cos,R2_a,R2_alpha,R2_d,R2_theta,R2_theta_sin,R2_theta_cos,R3_a,R3_alpha,R3_d,R3_theta,R3_theta_sin,R3_theta_cos,R4_a,R4_alpha,R4_d,R4_theta,R4_theta_sin,R4_theta_cos,L_hip_x,L_hip_y,L_hip_z,R_hip_x,R_hip_y,R_hip_z,L_thigh_x,L_thigh_y,L_thigh_z,R_thigh_x,R_thigh_y,R_thigh_z,L_knee_x,L_knee_y,L_knee_z,R_knee_x,R_knee_y,R_knee_z,L_shank_x,L_shank_y,L_shank_z,R_shank_x,R_shank_y,R_shank_z,L_ankle_x,L_ankle_y,L_ankle_z,R_ankle_x,R_ankle_y,R_ankle_z,left_knee_angle,right_knee_angle,gait_phase
2.0449999999999786,-0.379,-0.922,-0.076,0.131,0.333,-0.018,0.697,-0.6747,0.0595,-0.235,-0.119,-0.984,-0.029,0.107,0.15,-0.001,-0.4755,0.5219,0.4669,0.5322,-0.165,-0.972,-0.147,-0.05,0.13,-0.004,-0.7385,0.5962,-0.2598,-0.1776,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1268136167860362,-0.126473993702737,0.9919699233932852,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.046978951,-0.0469616723117091,0.9988966920225972,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1688341765188344,-0.1680332164917267,0.9857813338440956,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.015148163,-0.0151475836731252,0.9998852687728056,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0351436485024101,0.1807422040059658,0.0179493638050175,0.0351436485024101,-0.1807422040059658,-0.0179493638050175,-0.0351436485024101,0.1807422040059658,0.0179493638050175,0.0351436485024101,-0.1807422040059658,-0.0179493638050175,0.4551109815131816,0.2776604841261943,0.0019105132597896,0.5260187887443455,-0.0857796579107618,-0.0130799150090587,0.4551109815131816,0.2776604841261943,0.0019105132597896,0.5260187887443455,-0.0857796579107618,-0.0130799150090587,-0.046978951,-0.015148163,0.0
2.0499999999999785,-0.38,-0.925,-0.076,0.134,0.34,-0.014,0.6968,-0.6748,0.0588,-0.2356,-0.117,-0.986,-0.019,0.113,0.117,-0.016,-0.4744,0.5221,0.4672,0.5328,-0.178,-0.966,-0.157,-0.054,0.086,-0.005,-0.7391,0.5955,-0.2604,-0.1765,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1279066154463096,-0.1275581397383381,0.9918310949887056,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.045445442,-0.045429800626111,0.9989675336141168,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1686492945419998,-0.1678509604192365,0.9858123833094916,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034806498902928,0.1808130481776787,0.0178927147972821,0.034806498902928,-0.1808130481776787,-0.0178927147972821,-0.034806498902928,0.1808130481776787,0.0178927147972821,0.034806498902928,-0.1808130481776787,-0.0178927147972821,0.4556567082287665,0.2767601830257061,0.0024011117638062,0.5258573777636419,-0.0867589673029249,-0.0131110580837829,0.4556567082287665,0.2767601830257061,0.0024011117638062,0.5258573777636419,-0.0867589673029249,-0.0131110580837829,-0.045445442,-0.014764786,0.0
2.0549999999999784,-0.381,-0.927,-0.075,0.142,0.343,-0.011,0.6966,-0.6748,0.0581,-0.2362,-0.117,-0.986,-0.019,0.113,0.117,-0.016,-0.4744,0.5221,0.4672,0.5328,-0.178,-0.966,-0.157,-0.054,0.086,-0.005,-0.7391,0.5955,-0.2604,-0.1765,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1280465741516828,-0.127696953884556,0.9918132324024548,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.045445442,-0.045429800626111,0.9989675336141168,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.168765350812505,-0.1679653689972073,0.9857928965140864,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0344668414534918,0.1808811625490505,0.0178617433394334,0.0344668414534918,-0.1808811625490505,-0.0178617433394334,-0.0344668414534918,0.1808811625490505,0.0178617433394334,0.0344668414534918,-0.1808811625490505,-0.0178617433394334,0.4561789283923481,0.2758984045715671,0.0024198441422055,0.5256939711059407,-0.0877539568463524,-0.0130419247304529,0.4561789283923481,0.2758984045715671,0.0024198441422055,0.5256939711059407,-0.0877539568463524,-0.0130419247304529,-0.045445442,-0.014764786,0.0
2.0599999999999783,-0.384,-0.928,-0.073,0.148,0.348,-0.008,0.6964,-0.6749,0.0574,-0.2367,-0.117,-0.986,-0.019,0.113,0.117,-0.016,-0.4744,0.5221,0.4672,0.5328,-0.178,-0.966,-0.157,-0.054,0.086,-0.005,-0.7391,0.5955,-0.2604,-0.1765,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1279820351455224,-0.1276329429783375,0.9918214717713508,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.045445442,-0.045429800626111,0.9989675336141168,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1686778445334621,-0.1678791052859518,0.9858075907642364,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0341547429218393,0.1809457431587994,0.0178070651330547,0.0341547429218393,-0.1809457431587994,-0.0178070651330547,-0.0341547429218393,0.1809457431587994,0.0178070651330547,0.0341547429218393,-0.1809457431587994,-0.0178070651330547,0.456657826446027,0.2751051005788589,0.0024110539368088,0.5255423267945206,-0.0886707597690809,-0.0129521855057425,0.456657826446027,0.2751051005788589,0.0024110539368088,0.5255423267945206,-0.0886707597690809,-0.0129521855057425,-0.045445442,-0.014764786,0.0
2.064999999999978,-0.388,-0.928,-0.07,0.156,0.345,-0.007,0.6962,-0.675,0.0567,-0.2373,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1281313641517134,-0.1277810492694323,0.9918024014125004,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1675635643883449,-0.1667805354669334,0.98599404308006,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0338172270609237,0.1810146871343833,0.0177504421226982,0.0338172270609237,-0.1810146871343833,-0.0177504421226982,-0.0338172270609237,0.1810146871343833,0.0177504421226982,0.0338172270609237,-0.1810146871343833,-0.0177504421226982,0.4571752917812928,0.2742441113293787,0.0024331021041059,0.5253715432978772,-0.0896045215110958,-0.0134451187266744,0.4571752917812928,0.2742441113293787,0.0024331021041059,0.5253715432978772,-0.0896045215110958,-0.0134451187266744,-0.044677734,-0.014764786,0.0
2.069999999999978,-0.397,-0.929,-0.063,0.166,0.343,-0.004,0.696,-0.6751,0.056,-0.2379,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1282227809928909,-0.1278717161779798,0.9917907159283648,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1676214107695895,-0.1668375713751816,0.985984393779958,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0334795999366534,0.1810829781260817,0.0176938243766184,0.0334795999366534,-0.1810829781260817,-0.0176938243766184,-0.0334795999366534,0.1810829781260817,0.0176938243766184,0.0334795999366534,-0.1810829781260817,-0.0176938243766184,0.4576897076913345,0.2733847890706381,0.0024266392857733,0.5252040851485698,-0.0905943021354934,-0.0133544510870619,0.4576897076913345,0.2733847890706381,0.0024266392857733,0.5252040851485698,-0.0905943021354934,-0.0133544510870619,-0.044677734,-0.014764786,0.0
2.074999999999978,-0.402,-0.931,-0.058,0.177,0.341,-0.003,0.6957,-0.6752,0.0553,-0.2385,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1283292677014909,-0.1279773279817439,0.9917770936670464,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1676929448701564,-0.166908102455039,0.9859724566816552,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0331376271698365,0.1811539153231268,0.0176112642548535,0.0331376271698365,-0.1811539153231268,-0.0176112642548535,-0.0331376271698365,0.1811539153231268,0.0176112642548535,0.0331376271698365,-0.1811539153231268,-0.0176112642548535,0.4582094884048688,0.2725129873634438,0.0023950895598407,0.5250327401116281,-0.0915990869758915,-0.01323741198492,0.4582094884048688,0.2725129873634438,0.0023950895598407,0.5250327401116281,-0.0915990869758915,-0.01323741198492,-0.044677734,-0.014764786,0.0
2.079999999999978,-0.406,-0.932,-0.055,0.184,0.341,-0.003,0.6954,-0.6753,0.0546,-0.2391,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1284349974944472,-0.1280821876530051,0.9917635571072474,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1677635888652986,-0.1669777550719376,0.9859606631662016,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0327954889000122,0.1812241727896321,0.0175286937483301,0.0327954889000122,-0.1812241727896321,-0.0175286937483301,-0.0327954889000122,0.1812241727896321,0.0175286937483301,0.0327954889000122,-0.1812241727896321,-0.0175286937483301,0.458727619459072,0.2716401748821441,0.0023635852874337,0.5248594531557008,-0.0926035102022632,-0.013120378474649,0.458727619459072,0.2716401748821441,0.0023635852874337,0.5248594531557008,-0.0926035102022632,-0.013120378474649,-0.044677734,-0.014764786,0.0
2.0849999999999778,-0.411,-0.935,-0.051,0.189,0.339,-0.003,0.6951,-0.6755,0.0539,-0.2397,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1284909576240948,-0.1281376866696646,0.9917563880585528,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1677837360510485,-0.1669976193706702,0.9859572988342492,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0324556816369131,0.1812957653044985,0.0174205112479374,0.0324556816369131,-0.1812957653044985,-0.0174205112479374,-0.0324556816369131,0.1812957653044985,0.0174205112479374,0.0324556816369131,-0.1812957653044985,-0.0174205112479374,0.4592409535935107,0.2707719102339904,0.0023063327510482,0.5246856088262093,-0.0936033329640028,-0.0129779793766182,0.4592409535935107,0.2707719102339904,0.0023063327510482,0.5246856088262093,-0.0936033329640028,-0.0129779793766182,-0.044677734,-0.014764786,0.0
2.0899999999999777,-0.412,-0.935,-0.046,0.193,0.338,-0.005,0.6948,-0.6756,0.0532,-0.2403,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1285950296280637,-0.128240900050304,0.9917430471418934,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1678524631696724,-0.1670653809804524,0.985945819240518,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0321132356657049,0.1813646496870179,0.0173379335269275,0.0321132356657049,-0.1813646496870179,-0.0173379335269275,-0.0321132356657049,0.1813646496870179,0.0173379335269275,0.0321132356657049,-0.1813646496870179,-0.0173379335269275,0.4597557530133835,0.269897151288708,0.0022749279849597,0.5245084587356594,-0.0946069345997841,-0.0128609735391673,0.4597557530133835,0.269897151288708,0.0022749279849597,0.5245084587356594,-0.0946069345997841,-0.0128609735391673,-0.044677734,-0.014764786,0.0
2.094999999999977,-0.414,-0.936,-0.041,0.197,0.338,-0.005,0.6945,-0.6758,0.0525,-0.2409,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1286490555891416,-0.128294479734387,0.99173611735667,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1678704316239914,-0.1670830968758956,0.985942817174688,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0317731575433459,0.1814348406741322,0.0172297721771925,0.0317731575433459,-0.1814348406741322,-0.0172297721771925,-0.0317731575433459,0.1814348406741322,0.0172297721771925,0.0317731575433459,-0.1814348406741322,-0.0172297721771925,0.460265705524974,0.2690270650031873,0.0022177947084014,0.5243307874733948,-0.0956057614333232,-0.0127186354725676,0.460265705524974,0.2690270650031873,0.0022177947084014,0.5243307874733948,-0.0956057614333232,-0.0127186354725676,-0.044677734,-0.014764786,0.0
2.099999999999977,-0.418,-0.935,-0.037,0.198,0.336,-0.008,0.6942,-0.6759,0.0518,-0.2415,-0.116,-0.988,-0.023,0.102,0.117,-0.026,-0.4739,0.5219,0.4674,0.5332,-0.178,-0.958,-0.149,-0.042,0.068,-0.01,-0.7396,0.5946,-0.2618,-0.1753,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1287514683749127,-0.1283960455199372,0.9917229731607724,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.044677734,-0.0446628719465419,0.9990021160485532,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1679372413209728,-0.1671489670438123,0.9859316522032278,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.014764786,-0.0147642495546489,0.9998910025273196,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0314304116815204,0.1815023501759559,0.0171471893362973,0.0314304116815204,-0.1815023501759559,-0.0171471893362973,-0.0314304116815204,0.1815023501759559,0.0171471893362973,0.0314304116815204,-0.1815023501759559,-0.0171471893362973,0.4607771632296548,0.2681503777838566,0.0021864904314912,0.5241497799894042,-0.096608520847584,-0.012601660077196,0.4607771632296548,0.2681503777838566,0.0021864904314912,0.5241497799894042,-0.096608520847584,-0.012601660077196,-0.044677734,-0.014764786,0.0
2.1049999999999773,-0.421,-0.933,-0.036,0.186,0.328,-0.013,0.6934,-0.6764,0.0497,-0.2431,-0.123,-0.985,-0.04,0.071,0.103,-0.032,-0.4733,0.5207,0.4669,0.5354,-0.183,-0.968,-0.148,-0.053,0.092,-0.012,-0.7394,0.5949,-0.2627,-0.1738,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1252815749208913,-0.1249541064188117,0.9921625226186868,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.043527603,-0.043513859357072,0.9990528234502184,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1649070271448429,-0.1641606201498426,0.9864336220912278,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.015148163,-0.0151475836731252,0.9998852687728056,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0304613907869811,0.181692621442411,0.0168788324450335,0.0304613907869811,-0.181692621442411,-0.0168788324450335,-0.0304613907869811,0.181692621442411,0.0168788324450335,0.0304613907869811,-0.181692621442411,-0.0168788324450335,0.4621365537945419,0.2658094195450534,0.0003976531480888,0.5236179122630961,-0.0993147749009897,-0.0136329543240732,0.4621365537945419,0.2658094195450534,0.0003976531480888,0.5236179122630961,-0.0993147749009897,-0.0136329543240732,-0.043527603,-0.015148163,0.0
2.109999999999977,-0.421,-0.934,-0.039,0.182,0.322,-0.014,0.6931,-0.6765,0.0491,-0.2437,-0.123,-0.985,-0.04,0.071,0.103,-0.032,-0.4733,0.5207,0.4669,0.5354,-0.183,-0.968,-0.148,-0.053,0.092,-0.012,-0.7394,0.5949,-0.2627,-0.1738,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.125503507956816,-0.1251742969805178,0.9921347667406042,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.043527603,-0.043513859357072,0.9990528234502184,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1650876617554144,-0.1643388015238675,0.9864039529085936,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.015148163,-0.0151475836731252,0.9998852687728056,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0301439529952458,0.1817536576185674,0.0167913680232722,0.0301439529952458,-0.1817536576185674,-0.0167913680232722,-0.0301439529952458,0.1817536576185674,0.0167913680232722,0.0301439529952458,-0.1817536576185674,-0.0167913680232722,0.4626044677646482,0.2649942958012862,0.0003599957870926,0.5234442114611558,-0.1002421688869012,-0.0135153640224193,0.4626044677646482,0.2649942958012862,0.0003599957870926,0.5234442114611558,-0.1002421688869012,-0.0135153640224193,-0.043527603,-0.015148163,0.0
2.114999999999977,-0.42,-0.933,-0.035,0.194,0.333,-0.011,0.6939,-0.6761,0.0511,-0.242,-0.123,-0.985,-0.04,0.071,0.103,-0.032,-0.4733,0.5207,0.4669,0.5354,-0.183,-0.968,-0.148,-0.053,0.092,-0.012,-0.7394,0.5949,-0.2627,-0.1738,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1252915121132429,-0.1249639657224733,0.9921612808767092,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.043527603,-0.043513859357072,0.9990528234502184,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1650011506103556,-0.1642534659735469,0.9864181663552618,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.015148163,-0.0151475836731252,0.9998852687728056,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0311153237021862,0.1815666076794379,0.0170412325460697,0.0311153237021862,-0.1815666076794379,-0.0170412325460697,-0.0311153237021862,0.1815666076794379,0.0170412325460697,0.0311153237021862,-0.1815666076794379,-0.0170412325460697,0.4611679111770842,0.2674863514862058,0.0004576780121249,0.5239708138879461,-0.0974040895080648,-0.0138574723780401,0.4611679111770842,0.2674863514862058,0.0004576780121249,0.5239708138879461,-0.0974040895080648,-0.0138574723780401,-0.043527603,-0.015148163,0.0
2.119999999999977,-0.422,-0.933,-0.034,0.19,0.328,-0.013,0.6936,-0.6762,0.0504,-0.2426,-0.123,-0.985,-0.04,0.071,0.103,-0.032,-0.4733,0.5207,0.4669,0.5354,-0.183,-0.968,-0.148,-0.053,0.092,-0.012,-0.7394,0.5949,-0.2627,-0.1738,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1253970480217641,-0.1250686736685423,0.992148087165818,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.043527603,-0.043513859357072,0.9990528234502184,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1650626623406597,-0.1643141419509821,0.986408060974216,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.015148163,-0.0151475836731252,0.9998852687728056,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0307722808297459,0.1816327895128065,0.0169586705355037,0.0307722808297459,-0.1816327895128065,-0.0169586705355037,-0.0307722808297459,0.1816327895128065,0.0169586705355037,0.0307722808297459,-0.1816327895128065,-0.0169586705355037,0.4616768453869761,0.2666070264968886,0.0004287843483584,0.5237865158151767,-0.0984064766346959,-0.013742314453641,0.4616768453869761,0.2666070264968886,0.0004287843483584,0.5237865158151767,-0.0984064766346959,-0.013742314453641,-0.043527603,-0.015148163,0.0
2.124999999999977,-0.423,-0.939,-0.05,0.163,0.29,-0.016,0.692,-0.677,0.0465,-0.2458,-0.123,-0.985,-0.04,0.071,0.103,-0.032,-0.4733,0.5207,0.4669,0.5354,-0.183,-0.968,-0.148,-0.053,0.092,-0.012,-0.7394,0.5949,-0.2627,-0.1738,0.0,0.0,0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1256164999993858,-0.125286399515015,0.9921206167077488,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.043527603,-0.043513859357072,0.9990528234502184,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.185,0.0,0.0,1.0,0.0,0.0,0.0,-0.1650387351363538,-0.1642905399167447,0.9864119922698956,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.015148163,-0.0151475836731252,0.9998852687728056,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0289041047548194,0.1819853412833407,0.0164586842216626,0.0289041047548194,-0.1819853412833407,-0.0164586842216626,-0.0289041047548194,0.1819853412833407,0.0164586842216626,0.0289041047548194,-0.1819853412833407,-0.0164586842216626,0.4644162886605087,0.2618061525445737,0.0002220734255507,0.5227505777301643,-0.1038563090185174,-0.0130652424328625,0.4644162886605087,0.2618061525445737,0.0002220734255507,0.5227505777301643,-0.1038563090185174,-0.0130652424328625,-0.043527603,-0.015148163,0.0
