System_Time,Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Linear_Acc_X,Linear_Acc_Y,Linear_Acc_Z
2025-11-06 18:37:24.010,295.3,-0.004,0.002,-0.006,-0.121,-0.9560000000000001,-0.232,25.72,-20.05,-77.60000000000001,-0.7854,0.6147,-0.0693,0.0172,-0.001,-0.007,-0.003
2025-11-06 18:37:24.010,295.305,-0.004,-0.003,-0.005,-0.123,-0.9560000000000001,-0.234,25.72,-20.05,-77.60000000000001,-0.7855000000000001,0.6147,-0.0693,0.0172,0.0,-0.007,-0.001
2025-11-06 18:37:24.010,295.31,-0.006,-0.009000000000000001,-0.004,-0.124,-0.9590000000000001,-0.233,25.310000000000002,-20.11,-77.57000000000001,-0.7855000000000001,0.6147,-0.0694,0.0172,0.001,-0.005,-0.001
2025-11-06 18:37:24.010,295.315,-0.009000000000000001,-0.011,-0.003,-0.124,-0.9590000000000001,-0.234,25.310000000000002,-20.11,-77.57000000000001,-0.7855000000000001,0.6146,-0.0695,0.0172,0.0,-0.004,0.0
2025-11-06 18:37:24.010,295.32,-0.012,-0.016,-0.001,-0.123,-0.9570000000000001,-0.23500000000000001,25.310000000000002,-20.11,-77.57000000000001,-0.7856000000000001,0.6145,-0.0695,0.0172,0.0,-0.007,0.0
2025-11-06 18:37:24.010,295.325,-0.017,-0.022,-0.002,-0.122,-0.9570000000000001,-0.234,26.01,-20.02,-77.19,-0.7856000000000001,0.6145,-0.06960000000000001,0.0172,0.0,-0.006,-0.001
2025-11-06 18:37:24.010,295.33,-0.015,-0.022,-0.004,-0.121,-0.9560000000000001,-0.232,26.01,-20.02,-77.19,-0.7856000000000001,0.6145,-0.06960000000000001,0.0171,-0.001,-0.008,-0.002
2025-11-06 18:37:24.010,295.335,-0.015,-0.016,-0.004,-0.121,-0.9560000000000001,-0.232,25.75,-19.96,-78.01,-0.7856000000000001,0.6145,-0.06960000000000001,0.017,-0.002,-0.007,-0.003
2025-11-06 18:37:24.010,295.34,-0.013000000000000001,-0.002,-0.006,-0.121,-0.9530000000000001,-0.229,25.75,-19.96,-78.01,-0.7855000000000001,0.6146,-0.06960000000000001,0.017,-0.001,-0.011,-0.005
2025-11-06 18:37:24.010,295.345,-0.009000000000000001,0.001,-0.008,-0.121,-0.9520000000000001,-0.231,25.75,-19.96,-78.01,-0.7855000000000001,0.6146,-0.0695,0.017,-0.001,-0.011,-0.004
2025-11-06 18:37:24.010,295.35,-0.004,0.002,-0.007,-0.122,-0.9550000000000001,-0.23,25.57,-20.6,-77.52,-0.7854,0.6147,-0.06960000000000001,0.017,0.0,-0.009000000000000001,-0.004
2025-11-06 18:37:24.011,295.355,-0.002,0.0,-0.007,-0.12,-0.9550000000000001,-0.23,25.57,-20.6,-77.52,-0.7854,0.6147,-0.0695,0.017,-0.002,-0.008,-0.004
2025-11-06 18:37:24.011,295.36,-0.004,-0.004,-0.005,-0.122,-0.9560000000000001,-0.23,25.78,-20.57,-77.31,-0.7853,0.6148,-0.0695,0.016900000000000002,0.0,-0.007,-0.004
2025-11-06 18:37:24.011,295.365,-0.008,-0.004,-0.004,-0.11900000000000001,-0.9560000000000001,-0.231,25.78,-20.57,-77.31,-0.7853,0.6149,-0.0695,0.016900000000000002,-0.003,-0.008,-0.003
2025-11-06 18:37:24.011,295.37,-0.009000000000000001,-0.008,-0.007,-0.11800000000000001,-0.9550000000000001,-0.231,25.78,-20.57,-77.31,-0.7853,0.6149,-0.0694,0.016800000000000002,-0.003,-0.008,-0.003
2025-11-06 18:37:24.011,295.375,-0.01,-0.009000000000000001,-0.008,-0.117,-0.9540000000000001,-0.229,25.63,-20.14,-77.05,-0.7852,0.615,-0.0693,0.0166,-0.004,-0.01,-0.004
2025-11-06 18:37:24.011,295.38,-0.01,-0.01,-0.007,-0.116,-0.9550000000000001,-0.228,25.63,-20.14,-77.05,-0.7852,0.6151,-0.06910000000000001,0.0165,-0.005,-0.009000000000000001,-0.005
2025-11-06 18:37:24.011,295.385,-0.008,-0.01,-0.007,-0.116,-0.9550000000000001,-0.229,25.92,-20.34,-76.81,-0.7851,0.6152000000000001,-0.069,0.016300000000000002,-0.004,-0.009000000000000001,-0.004
2025-11-06 18:37:24.011,295.39,-0.009000000000000001,-0.011,-0.007,-0.117,-0.9560000000000001,-0.229,25.92,-20.34,-76.81,-0.785,0.6153000000000001,-0.0689,0.0162,-0.004,-0.008,-0.004
2025-11-06 18:37:24.011,295.395,-0.01,-0.01,-0.006,-0.117,-0.9570000000000001,-0.23,25.95,-21.25,-77.57000000000001,-0.785,0.6153000000000001,-0.0688,0.0161,-0.003,-0.007,-0.003
2025-11-06 18:37:24.011,295.4,-0.011,-0.011,-0.006,-0.116,-0.9580000000000001,-0.23,25.95,-21.25,-77.57000000000001,-0.785,0.6154000000000001,-0.0688,0.016,-0.003,-0.006,-0.003
2025-11-06 18:37:24.014,295.405,-0.01,-0.015,-0.005,-0.117,-0.9580000000000001,-0.229,25.95,-21.25,-77.57000000000001,-0.7849,0.6154000000000001,-0.0687,0.0159,-0.002,-0.006,-0.004
2025-11-06 18:37:24.014,295.41,-0.012,-0.019,-0.004,-0.11900000000000001,-0.9580000000000001,-0.229,25.89,-20.37,-77.75,-0.7849,0.6155,-0.0688,0.0159,0.0,-0.006,-0.003
