System_Time,Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Linear_Acc_X,Linear_Acc_Y,Linear_Acc_Z
2025-11-06 18:34:09.368,52.995,-0.026000000000000002,-0.007,-0.005,-0.092,-0.993,0.036000000000000004,69.21000000000001,-16.25,-67.78,0.6926,-0.7164,0.0818,0.012700000000000001,-0.003,0.0,0.003
2025-11-06 18:34:09.368,53.0,-0.027,-0.02,-0.002,-0.094,-0.991,0.036000000000000004,68.69,-15.58,-67.72,0.6928000000000001,-0.7163,0.0818,0.0128,0.0,-0.003,0.003
2025-11-06 18:34:09.368,53.005,-0.023,-0.034,-0.002,-0.094,-0.99,0.043000000000000003,68.69,-15.58,-67.72,0.6927,-0.7163,0.0818,0.0128,0.0,-0.004,-0.003
2025-11-06 18:34:09.368,53.01,-0.023,-0.047,-0.005,-0.096,-0.991,0.046,69.33,-15.96,-68.13,0.6925,-0.7165,0.082,0.0128,0.001,-0.003,-0.006
2025-11-06 18:34:09.368,53.015,-0.025,-0.061,-0.007,-0.095,-0.992,0.049,69.33,-15.96,-68.13,0.6923,-0.7167,0.0821,0.0129,0.0,-0.002,-0.008
2025-11-06 18:34:09.368,53.02,-0.032,-0.063,-0.009000000000000001,-0.095,-0.991,0.05,69.33,-15.96,-68.13,0.6920000000000001,-0.7169,0.08220000000000001,0.0129,0.0,-0.002,-0.008
2025-11-06 18:34:09.368,53.025,-0.038,-0.062,-0.013000000000000001,-0.095,-0.992,0.048,68.98,-16.1,-68.4,0.6919000000000001,-0.7171000000000001,0.0823,0.013000000000000001,0.0,-0.002,-0.006
2025-11-06 18:34:09.368,53.03,-0.046,-0.061,-0.015,-0.093,-0.993,0.045,68.98,-16.1,-68.4,0.6919000000000001,-0.7171000000000001,0.0823,0.0132,-0.001,0.0,-0.002
2025-11-06 18:34:09.368,53.035,-0.05,-0.059000000000000004,-0.017,-0.096,-0.994,0.045,68.89,-16.16,-67.84,0.6918000000000001,-0.7171000000000001,0.0824,0.013300000000000001,0.001,0.0,-0.002
2025-11-06 18:34:09.368,53.04,-0.056,-0.057,-0.016,-0.095,-0.996,0.041,68.89,-16.16,-67.84,0.6920000000000001,-0.7170000000000001,0.0825,0.0134,0.001,0.002,0.0
