System_Time,Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Mag_X,Mag_Y,Mag_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Linear_Acc_X,Linear_Acc_Y,Linear_Acc_Z
2025-11-06 18:37:06.515,292.925,-0.07200000000000001,0.183,-0.15,-0.34600000000000003,-0.966,0.012,8.47,-3.88,-55.27,0.6910000000000001,-0.6907,0.006900000000000001,-0.2129,0.024,0.007,-0.03
2025-11-06 18:37:06.515,292.93,-0.199,0.966,-0.896,-0.367,-0.9530000000000001,0.036000000000000004,8.47,-3.88,-55.27,0.6918000000000001,-0.6898000000000001,0.0038,-0.21300000000000002,0.049,-0.005,-0.057
2025-11-06 18:37:06.515,292.935,-1.199,5.384,-4.086,-0.366,-0.9540000000000001,0.038,7.04,-5.29,-55.33,0.6960000000000001,-0.6848000000000001,-0.0117,-0.2155,0.064,-0.008,-0.068
2025-11-06 18:37:06.515,292.94,-0.497,2.6430000000000002,-2.063,-0.364,-0.9540000000000001,0.04,7.04,-5.29,-55.33,0.6978000000000001,-0.6824,-0.0195,-0.2165,0.078,-0.012,-0.081
2025-11-06 18:37:06.515,292.945,0.222,-0.308,0.17,-0.361,-0.9550000000000001,0.042,6.66,-5.11,-54.83,0.6973,-0.683,-0.0188,-0.21630000000000002,0.075,-0.011,-0.081
2025-11-06 18:37:06.515,292.95,-0.001,-0.057,0.027,-0.358,-0.9550000000000001,0.044,6.66,-5.11,-54.83,0.6972,-0.6831,-0.018600000000000002,-0.21630000000000002,0.07100000000000001,-0.012,-0.083
2025-11-06 18:37:06.515,292.955,-0.047,-0.005,0.0,-0.356,-0.9560000000000001,0.045,6.66,-5.11,-54.83,0.6972,-0.6831,-0.018500000000000003,-0.21630000000000002,0.069,-0.01,-0.083
2025-11-06 18:37:06.515,292.96,-0.045,-0.003,0.001,-0.352,-0.9540000000000001,0.044,7.19,-5.0200000000000005,-55.04,0.6971,-0.6832,-0.0184,-0.2164,0.065,-0.012,-0.082
2025-11-06 18:37:06.515,292.965,-0.047,-0.001,0.001,-0.35100000000000003,-0.9550000000000001,0.041,7.19,-5.0200000000000005,-55.04,0.6970000000000001,-0.6832,-0.0182,-0.2164,0.063,-0.011,-0.079
2025-11-06 18:37:06.515,292.97,-0.048,-0.003,0.0,-0.34800000000000003,-0.9510000000000001,0.038,6.86,-5.87,-54.83,0.6968000000000001,-0.6834,-0.018000000000000002,-0.21660000000000001,0.06,-0.015,-0.076
2025-11-06 18:37:06.515,292.975,-0.048,-0.007,0.0,-0.34600000000000003,-0.9490000000000001,0.036000000000000004,6.86,-5.87,-54.83,0.6967,-0.6835,-0.0178,-0.2167,0.057,-0.017,-0.074
2025-11-06 18:37:06.515,292.98,-0.05,-0.011,0.0,-0.34400000000000003,-0.9490000000000001,0.034,6.86,-5.87,-54.83,0.6965,-0.6837000000000001,-0.0177,-0.21680000000000002,0.055,-0.017,-0.07100000000000001
2025-11-06 18:37:06.515,292.985,-0.049,-0.019,0.0,-0.34500000000000003,-0.9480000000000001,0.033,6.34,-4.32,-54.57,0.6964,-0.6837000000000001,-0.0175,-0.21680000000000002,0.055,-0.018000000000000002,-0.07
2025-11-06 18:37:06.515,292.99,-0.046,-0.03,0.002,-0.34400000000000003,-0.9480000000000001,0.032,6.34,-4.32,-54.57,0.6964,-0.6838000000000001,-0.0173,-0.2169,0.054,-0.017,-0.069
2025-11-06 18:37:06.515,292.995,-0.043000000000000003,-0.039,0.001,-0.34500000000000003,-0.9490000000000001,0.032,6.34,-4.26,-55.18,0.6963,-0.6839000000000001,-0.0171,-0.2169,0.054,-0.016,-0.069
2025-11-06 18:37:06.515,293.0,-0.039,-0.045,0.005,-0.34400000000000003,-0.9490000000000001,0.032,6.34,-4.26,-55.18,0.6962,-0.684,-0.016900000000000002,-0.2169,0.053,-0.017,-0.068
2025-11-06 18:37:06.515,293.005,-0.034,-0.044,0.007,-0.34400000000000003,-0.9490000000000001,0.032,6.34,-4.26,-55.18,0.6961,-0.6841,-0.0167,-0.2169,0.053,-0.017,-0.068
2025-11-06 18:37:06.515,293.01,-0.028,-0.036000000000000004,0.008,-0.34700000000000003,-0.9500000000000001,0.032,6.37,-4.26,-55.36,0.6959000000000001,-0.6842,-0.0165,-0.2169,0.056,-0.016,-0.068
2025-11-06 18:37:06.515,293.015,-0.025,-0.038,0.01,-0.35000000000000003,-0.9490000000000001,0.032,6.37,-4.26,-55.36,0.6958000000000001,-0.6844,-0.0162,-0.217,0.058,-0.016,-0.067
